bioguide_id,first_name,last_name,congress,chamber,party,state,district,terms_served_before,terms_served_total,years_in_congress,first_term_start,up_for_reelection,senate_class,gender,birthday
K000387,Steve,Knight,115,house,Republican,CA,25,1,1,2.0,2015-01-06,1,,M,1966-12-17
K000391,Raja,Krishnamoorthi,115,house,Democrat,IL,8,0,0,0.0,2017-01-03,1,,M,1973-07-19
K000382,Ann,Kuster,115,house,Democrat,NH,2,2,2,4.0,2013-01-03,1,,F,1956-09-05
K000392,David,Kustoff,115,house,Republican,TN,8,0,0,0.0,2017-01-03,1,,M,1966-10-08
L000585,Darin,LaHood,115,house,Republican,IL,18,1,1,1.3,2015-09-17,1,,M,1968-07-05
L000578,Doug,LaMalfa,115,house,Republican,CA,1,2,2,4.0,2013-01-03,1,,M,1960-07-02
L000573,Raúl,Labrador,115,house,Republican,ID,1,3,3,6.0,2011-01-05,1,,M,1967-12-08
L000588,Conor,Lamb,115,house,Democrat,PA,18,0,0,-1.3,2018-04-12,1,,M,1984-06-27
L000564,Doug,Lamborn,115,house,Republican,CO,5,5,5,10.0,2007-01-04,1,,M,1954-05-24
L000567,Leonard,Lance,115,house,Republican,NJ,7,4,4,8.0,2009-01-06,1,,M,1952-06-25
L000559,James,Langevin,115,house,Democrat,RI,2,8,8,16.0,2001-01-03,1,,M,1964-04-22
L000560,Rick,Larsen,115,house,Democrat,WA,2,8,8,16.0,2001-01-03,1,,M,1965-06-15
L000557,John,Larson,115,house,Democrat,CT,1,9,9,18.0,1999-01-06,1,,M,1948-07-22
L000566,Robert,Latta,115,house,Republican,OH,5,5,5,9.1,2007-12-13,1,,M,1956-04-18
L000581,Brenda,Lawrence,115,house,Democrat,MI,14,1,1,2.0,2015-01-06,1,,F,1954-10-18
L000586,Al,Lawson,115,house,Democrat,FL,5,0,0,0.0,2017-01-03,1,,M,1948-09-23
L000551,Barbara,Lee,115,house,Democrat,CA,13,10,10,18.7,1998-04-07,1,,F,1946-07-16
L000589,Debbie,Lesko,115,house,Republican,AZ,8,0,0,-1.3,2018-05-07,1,,F,1958-11-14
L000263,Sander,Levin,115,house,Democrat,MI,9,17,17,34.0,1983-01-03,1,,M,1931-09-06
L000587,Jason,Lewis,115,house,Republican,MN,2,0,0,0.0,2017-01-03,1,,M,1955-09-23
L000287,John,Lewis,115,house,Democrat,GA,5,15,15,30.0,1987-01-06,1,,M,1940-02-21
L000582,Ted,Lieu,115,house,Democrat,CA,33,1,1,2.0,2015-01-06,1,,M,1969-03-29
L000563,Daniel,Lipinski,115,house,Democrat,IL,3,6,6,12.0,2005-01-04,1,,M,1966-07-15
L000554,Frank,LoBiondo,115,house,Republican,NJ,2,11,11,22.0,1995-01-04,1,,M,1946-05-12
L000565,David,Loebsack,115,house,Democrat,IA,2,5,5,10.0,2007-01-04,1,,M,1952-12-23
L000397,Zoe,Lofgren,115,house,Democrat,CA,19,11,11,22.0,1995-01-04,1,,F,1947-12-21
L000576,Billy,Long,115,house,Republican,MO,7,3,3,6.0,2011-01-05,1,,M,1955-08-11
L000583,Barry,Loudermilk,115,house,Republican,GA,11,1,1,2.0,2015-01-06,1,,M,1963-12-22
L000584,Mia,Love,115,house,Republican,UT,4,1,1,2.0,2015-01-06,1,,F,1975-12-06
L000579,Alan,Lowenthal,115,house,Democrat,CA,47,2,2,4.0,2013-01-03,1,,M,1941-03-08
L000480,Nita,Lowey,115,house,Democrat,NY,17,14,14,28.0,1989-01-03,1,,F,1937-07-05
L000491,Frank,Lucas,115,house,Republican,OK,3,12,12,23.7,1993-05-10,1,,M,1960-01-06
L000569,Blaine,Luetkemeyer,115,house,Republican,MO,3,4,4,8.0,2009-01-06,1,,M,1952-05-07
L000580,Michelle,Lujan Grisham,115,house,Democrat,NM,1,2,2,4.0,2013-01-03,1,,F,1959-10-24
L000570,Ben,Luján,115,house,Democrat,NM,3,4,4,8.0,2009-01-06,1,,M,1972-06-07
L000562,Stephen,Lynch,115,house,Democrat,MA,8,8,8,15.2,2001-10-23,1,,M,1955-03-31
M001193,Tom,MacArthur,115,house,Republican,NJ,3,1,1,2.0,2015-01-06,1,,M,1960-10-16
M000087,Carolyn,Maloney,115,house,Democrat,NY,12,12,12,24.0,1993-01-05,1,,F,1946-02-19
M001185,Sean,Maloney,115,house,Democrat,NY,18,2,2,4.0,2013-01-03,1,,M,1966-07-30
M001158,Kenny,Marchant,115,house,Republican,TX,24,6,6,12.0,2005-01-04,1,,M,1951-02-23
M001179,Tom,Marino,115,house,Republican,PA,10,3,3,6.0,2011-01-05,1,,M,1952-08-15
M001198,Roger,Marshall,115,house,Republican,KS,1,0,0,0.0,2017-01-03,1,,M,1960-08-09
M001184,Thomas,Massie,115,house,Republican,KY,4,3,3,4.1,2012-11-13,1,,M,1971-01-13
M001199,Brian,Mast,115,house,Republican,FL,18,0,0,0.0,2017-01-03,1,,M,1980-07-10
M001163,Doris,Matsui,115,house,Democrat,CA,6,6,6,11.8,2005-03-10,1,,F,1944-09-25
M001165,Kevin,McCarthy,115,house,Republican,CA,23,5,5,10.0,2007-01-04,1,,M,1965-01-26
M001157,Michael,McCaul,115,house,Republican,TX,10,6,6,12.0,2005-01-04,1,,M,1962-01-14
M001177,Tom,McClintock,115,house,Republican,CA,4,4,4,8.0,2009-01-06,1,,M,1956-07-10
M001143,Betty,McCollum,115,house,Democrat,MN,4,8,8,16.0,2001-01-03,1,,F,1954-07-12
M001200,A.,McEachin,115,house,Democrat,VA,4,0,0,0.0,2017-01-03,1,,M,1961-10-10
M000312,James,McGovern,115,house,Democrat,MA,2,10,10,20.0,1997-01-07,1,,M,1959-11-20
M001156,Patrick,McHenry,115,house,Republican,NC,10,6,6,12.0,2005-01-04,1,,M,1975-10-22
M001180,David,McKinley,115,house,Republican,WV,1,3,3,6.0,2011-01-05,1,,M,1947-03-28
M001159,Cathy,McMorris Rodgers,115,house,Republican,WA,5,6,6,12.0,2005-01-04,1,,F,1969-05-22
M001166,Jerry,McNerney,115,house,Democrat,CA,9,5,5,10.0,2007-01-04,1,,M,1951-06-18
M001197,Martha,McSally,115,house,Republican,AZ,2,1,1,2.0,2015-01-06,1,,F,1966-03-22
M001187,Mark,Meadows,115,house,Republican,NC,11,2,2,4.0,2013-01-03,1,,M,1959-07-28
M001181,Patrick,Meehan,115,house,Republican,PA,7,3,3,6.0,2011-01-05,1,,M,1955-10-20
M001137,Gregory,Meeks,115,house,Democrat,NY,5,10,10,20.0,1997-01-07,1,,M,1953-09-25
M001188,Grace,Meng,115,house,Democrat,NY,6,2,2,4.0,2013-01-03,1,,F,1975-10-01
M001189,Luke,Messer,115,house,Republican,IN,6,2,2,4.0,2013-01-03,1,,M,1969-02-27
M001201,Paul,Mitchell,115,house,Republican,MI,10,0,0,0.0,2017-01-03,1,,M,1961-05-08
M001194,John,Moolenaar,115,house,Republican,MI,4,1,1,2.0,2015-01-06,1,,M,1961-05-08
M001195,Alexander,Mooney,115,house,Republican,WV,2,1,1,2.0,2015-01-06,1,,M,1971-06-05
M001160,Gwen,Moore,115,house,Democrat,WI,4,6,6,12.0,2005-01-04,1,,F,1951-04-18
M001206,Joseph,Morelle,115,house,Democrat,NY,25,0,0,-1.9,2018-11-13,1,,M,1957-04-29
M001196,Seth,Moulton,115,house,Democrat,MA,6,1,1,2.0,2015-01-06,1,,M,1978-10-24
M001190,Markwayne,Mullin,115,house,Republican,OK,2,2,2,4.0,2013-01-03,1,,M,1977-07-26
M001182,Mick,Mulvaney,115,house,Republican,SC,5,3,3,6.0,2011-01-05,1,,M,1967-07-21
M001151,Tim,Murphy,115,house,Republican,PA,18,7,7,14.0,2003-01-07,1,,M,1952-09-11
M001202,Stephanie,Murphy,115,house,Democrat,FL,7,0,0,0.0,2017-01-03,1,,F,1978-09-16
N000002,Jerrold,Nadler,115,house,Democrat,NY,10,13,13,24.2,1992-11-03,1,,M,1947-06-13
N000179,Grace,Napolitano,115,house,Democrat,CA,32,9,9,18.0,1999-01-06,1,,F,1936-12-04
N000015,Richard,Neal,115,house,Democrat,MA,1,14,14,28.0,1989-01-03,1,,M,1949-02-14
N000189,Dan,Newhouse,115,house,Republican,WA,4,1,1,2.0,2015-01-06,1,,M,1955-07-10
N000184,Kristi,Noem,115,house,Republican,SD,0,3,3,6.0,2011-01-05,1,,F,1971-11-30
N000127,Richard,Nolan,115,house,Democrat,MN,8,5,5,42.0,1975-01-14,1,,M,1943-12-17
N000188,Donald,Norcross,115,house,Democrat,NJ,1,2,2,2.1,2014-11-12,1,,M,1958-12-13
N000190,Ralph,Norman,115,house,Republican,SC,5,0,0,-0.5,2017-06-26,1,,M,1953-06-20
N000147,Eleanor,Norton,115,house,Democrat,DC,0,13,13,26.0,1991-01-03,1,,F,1937-06-13
N000181,Devin,Nunes,115,house,Republican,CA,22,7,7,14.0,2003-01-07,1,,M,1973-10-01
O000168,Pete,Olson,115,house,Republican,TX,22,4,4,8.0,2009-01-06,1,,M,1962-12-09
O000171,Tom,O’Halleran,115,house,Democrat,AZ,1,0,0,0.0,2017-01-03,1,,M,1946-01-24
O000170,Beto,O’Rourke,115,house,Democrat,TX,16,2,2,4.0,2013-01-03,1,,M,1972-09-26
P000601,Steven,Palazzo,115,house,Republican,MS,4,3,3,6.0,2011-01-05,1,,M,1970-02-21
P000034,Frank,Pallone,115,house,Democrat,NJ,6,15,15,30.0,1987-01-06,1,,M,1951-10-30
P000609,Gary,Palmer,115,house,Republican,AL,6,1,1,2.0,2015-01-06,1,,M,1954-05-14
P000613,Jimmy,Panetta,115,house,Democrat,CA,20,0,0,0.0,2017-01-03,1,,M,1969-10-01
P000096,Bill,Pascrell,115,house,Democrat,NJ,9,10,10,20.0,1997-01-07,1,,M,1937-01-25
P000594,Erik,Paulsen,115,house,Republican,MN,3,4,4,8.0,2009-01-06,1,,M,1965-05-14
P000604,Donald,Payne,115,house,Democrat,NJ,10,3,3,4.1,2012-11-15,1,,M,1958-12-17
P000588,Stevan,Pearce,115,house,Republican,NM,2,6,6,14.0,2003-01-07,1,,M,1947-08-24
P000197,Nancy,Pelosi,115,house,Democrat,CA,12,15,15,30.0,1987-01-06,1,,F,1940-03-26
P000593,Ed,Perlmutter,115,house,Democrat,CO,7,5,5,10.0,2007-01-04,1,,M,1953-05-01
P000605,Scott,Perry,115,house,Republican,PA,4,2,2,4.0,2013-01-03,1,,M,1962-05-27
P000608,Scott,Peters,115,house,Democrat,CA,52,2,2,4.0,2013-01-03,1,,M,1958-06-17
P000258,Collin,Peterson,115,house,Democrat,MN,7,13,13,26.0,1991-01-03,1,,M,1944-06-29
P000597,Chellie,Pingree,115,house,Democrat,ME,1,4,4,8.0,2009-01-06,1,,F,1955-04-02
P000606,Robert,Pittenger,115,house,Republican,NC,9,2,2,4.0,2013-01-03,1,,M,1948-08-15
P000610,Stacey,Plaskett,115,house,Democrat,VI,0,1,1,2.0,2015-01-06,1,,F,1966-05-13
P000607,Mark,Pocan,115,house,Democrat,WI,2,2,2,4.0,2013-01-03,1,,M,1964-08-14
P000592,Ted,Poe,115,house,Republican,TX,2,6,6,12.0,2005-01-04,1,,M,1948-09-10
P000611,Bruce,Poliquin,115,house,Republican,ME,2,1,1,2.0,2015-01-06,1,,M,1953-11-01
P000598,Jared,Polis,115,house,Democrat,CO,2,4,4,8.0,2009-01-06,1,,M,1975-05-12
P000602,Mike,Pompeo,115,house,Republican,KS,4,3,3,6.0,2011-01-05,1,,M,1963-12-30
P000599,Bill,Posey,115,house,Republican,FL,8,4,4,8.0,2009-01-06,1,,M,1947-12-18
P000591,Tom,Price,115,house,Republican,GA,6,6,6,12.0,2005-01-04,1,,M,1954-10-08
P000523,David,Price,115,house,Democrat,NC,4,14,14,30.0,1987-01-06,1,,M,1940-08-17
Q000023,Mike,Quigley,115,house,Democrat,IL,5,4,4,7.7,2009-04-07,1,,M,1958-10-17
R000600,Aumua Amata,Radewagen,115,house,Republican,AS,0,1,1,2.0,2015-01-06,1,,F,1947-12-29
R000606,Jamie,Raskin,115,house,Democrat,MD,8,0,0,0.0,2017-01-03,1,,M,1962-12-13
R000601,John,Ratcliffe,115,house,Republican,TX,4,1,1,2.0,2015-01-06,1,,M,1965-10-20
R000585,Tom,Reed,115,house,Republican,NY,23,4,4,6.1,2010-11-18,1,,M,1971-11-18
R000578,David,Reichert,115,house,Republican,WA,8,6,6,12.0,2005-01-04,1,,M,1950-08-29
R000586,James,Renacci,115,house,Republican,OH,16,3,3,6.0,2011-01-05,1,,M,1958-12-03
R000597,Tom,Rice,115,house,Republican,SC,7,2,2,4.0,2013-01-03,1,,M,1957-08-04
R000602,Kathleen,Rice,115,house,Democrat,NY,4,1,1,2.0,2015-01-06,1,,F,1965-02-15
R000588,Cedric,Richmond,115,house,Democrat,LA,2,3,3,6.0,2011-01-05,1,,M,1973-09-13
R000591,Martha,Roby,115,house,Republican,AL,2,3,3,6.0,2011-01-05,1,,F,1976-07-27
R000582,David,Roe,115,house,Republican,TN,1,4,4,8.0,2009-01-06,1,,M,1945-07-21
R000395,Harold,Rogers,115,house,Republican,KY,5,18,18,36.0,1981-01-05,1,,M,1937-12-31
R000575,Mike,Rogers,115,house,Republican,AL,3,7,7,14.0,2003-01-07,1,,M,1958-07-16
R000409,Dana,Rohrabacher,115,house,Republican,CA,48,14,14,28.0,1989-01-03,1,,M,1947-06-21
R000592,Todd,Rokita,115,house,Republican,IN,4,3,3,6.0,2011-01-05,1,,M,1970-02-09
R000583,Thomas,Rooney,115,house,Republican,FL,17,4,4,8.0,2009-01-06,1,,M,1970-11-21
R000607,Francis,Rooney,115,house,Republican,FL,19,0,0,0.0,2017-01-03,1,,M,1953-12-04
R000435,Ileana,Ros-Lehtinen,115,house,Republican,FL,27,14,14,28.0,1989-01-03,1,,F,1952-07-15
R000608,Jacky,Rosen,115,house,Democrat,NV,3,0,0,0.0,2017-01-03,1,,F,1957-08-02
R000580,Peter,Roskam,115,house,Republican,IL,6,5,5,10.0,2007-01-04,1,,M,1961-09-13
R000593,Dennis,Ross,115,house,Republican,FL,15,3,3,6.0,2011-01-05,1,,M,1959-10-18
R000598,Keith,Rothfus,115,house,Republican,PA,12,2,2,4.0,2013-01-03,1,,M,1962-04-25
R000603,David,Rouzer,115,house,Republican,NC,7,1,1,2.0,2015-01-06,1,,M,1972-02-16
R000486,Lucille,Roybal-Allard,115,house,Democrat,CA,40,12,12,24.0,1993-01-05,1,,F,1941-06-12
R000487,Edward,Royce,115,house,Republican,CA,39,12,12,24.0,1993-01-05,1,,M,1951-10-12
R000599,Raul,Ruiz,115,house,Democrat,CA,36,2,2,4.0,2013-01-03,1,,M,1972-08-25
R000576,C.,Ruppersberger,115,house,Democrat,MD,2,7,7,14.0,2003-01-07,1,,M,1946-01-31
R000515,Bobby,Rush,115,house,Democrat,IL,1,12,12,24.0,1993-01-05,1,,M,1946-11-23
R000604,Steve,Russell,115,house,Republican,OK,5,1,1,2.0,2015-01-06,1,,M,1963-05-25
R000609,John,Rutherford,115,house,Republican,FL,4,0,0,0.0,2017-01-03,1,,M,1952-09-02
R000570,Paul,Ryan,115,house,Republican,WI,1,9,9,18.0,1999-01-06,1,,M,1970-01-29
R000577,Tim,Ryan,115,house,Democrat,OH,13,7,7,14.0,2003-01-07,1,,M,1973-07-16
S001177,Gregorio,Sablan,115,house,Democrat,MP,0,4,4,8.0,2009-01-06,1,,M,1955-01-19
S000051,Marshall,Sanford,115,house,Republican,SC,1,5,5,22.0,1995-01-04,1,,M,1960-05-28
S001168,John,Sarbanes,115,house,Democrat,MD,3,5,5,10.0,2007-01-04,1,,M,1962-05-22
S001176,Steve,Scalise,115,house,Republican,LA,1,5,5,8.7,2008-05-07,1,,M,1965-10-06
S001205,Mary,Scanlon,115,house,Democrat,PA,7,0,0,-1.9,2018-11-13,1,,F,1959-08-30
S001145,Janice,Schakowsky,115,house,Democrat,IL,9,9,9,18.0,1999-01-06,1,,F,1944-05-26
S001150,Adam,Schiff,115,house,Democrat,CA,28,8,8,16.0,2001-01-03,1,,M,1960-06-22
S001190,Bradley,Schneider,115,house,Democrat,IL,10,1,1,4.0,2013-01-03,1,,M,1961-08-20
S001180,Kurt,Schrader,115,house,Democrat,OR,5,4,4,8.0,2009-01-06,1,,M,1951-10-19
S001183,David,Schweikert,115,house,Republican,AZ,6,3,3,6.0,2011-01-05,1,,M,1962-03-03
S001189,Austin,Scott,115,house,Republican,GA,8,3,3,6.0,2011-01-05,1,,M,1969-12-10
S001157,David,Scott,115,house,Democrat,GA,13,7,7,14.0,2003-01-07,1,,M,1945-06-27
S000185,Robert,Scott,115,house,Democrat,VA,3,12,12,24.0,1993-01-05,1,,M,1947-04-30
S000244,F.,Sensenbrenner,115,house,Republican,WI,5,19,19,38.0,1979-01-15,1,,M,1943-06-14
S000248,José,Serrano,115,house,Democrat,NY,15,14,14,28.0,1989-01-03,1,,M,1943-10-24
S000250,Pete,Sessions,115,house,Republican,TX,32,10,10,20.0,1997-01-07,1,,M,1955-03-22
S001185,Terri,Sewell,115,house,Democrat,AL,7,3,3,6.0,2011-01-05,1,,F,1965-01-01
S001170,Carol,Shea-Porter,115,house,Democrat,NH,1,3,3,10.0,2007-01-04,1,,F,1952-12-02
S000344,Brad,Sherman,115,house,Democrat,CA,30,10,10,20.0,1997-01-07,1,,M,1954-10-24
S000364,John,Shimkus,115,house,Republican,IL,15,10,10,20.0,1997-01-07,1,,M,1958-02-21
S001154,Bill,Shuster,115,house,Republican,PA,9,8,8,15.6,2001-05-17,1,,M,1961-01-10
S001148,Michael,Simpson,115,house,Republican,ID,2,9,9,18.0,1999-01-06,1,,M,1950-09-08
S001191,Kyrsten,Sinema,115,house,Democrat,AZ,9,2,2,4.0,2013-01-03,1,,F,1976-07-12
S001165,Albio,Sires,115,house,Democrat,NJ,8,6,6,10.1,2006-11-13,1,,M,1951-01-26
S000480,Louise,Slaughter,115,house,Democrat,NY,25,15,15,30.0,1987-01-06,1,,F,1929-08-14
S000510,Adam,Smith,115,house,Democrat,WA,9,10,10,20.0,1997-01-07,1,,M,1965-06-15
S001172,Adrian,Smith,115,house,Republican,NE,3,5,5,10.0,2007-01-04,1,,M,1970-12-19
S000522,Christopher,Smith,115,house,Republican,NJ,4,18,18,36.0,1981-01-05,1,,M,1953-03-04
S001195,Jason,Smith,115,house,Republican,MO,8,2,2,3.6,2013-06-04,1,,M,1980-06-16
S000583,Lamar,Smith,115,house,Republican,TX,21,15,15,30.0,1987-01-06,1,,M,1947-11-19
S001199,Lloyd,Smucker,115,house,Republican,PA,16,0,0,0.0,2017-01-03,1,,M,1964-01-23
S001200,Darren,Soto,115,house,Democrat,FL,9,0,0,0.0,2017-01-03,1,,M,1978-02-25
S001175,Jackie,Speier,115,house,Democrat,CA,14,5,5,8.7,2008-04-08,1,,F,1950-05-14
S001196,Elise,Stefanik,115,house,Republican,NY,21,1,1,2.0,2015-01-06,1,,F,1984-07-02
S001192,Chris,Stewart,115,house,Republican,UT,2,2,2,4.0,2013-01-03,1,,M,1960-07-15
S001187,Steve,Stivers,115,house,Republican,OH,15,3,3,6.0,2011-01-05,1,,M,1965-03-24
S001201,Thomas,Suozzi,115,house,Democrat,NY,3,0,0,0.0,2017-01-03,1,,M,1962-08-31
S001193,Eric,Swalwell,115,house,Democrat,CA,15,2,2,4.0,2013-01-03,1,,M,1980-11-16
S001156,Linda,Sánchez,115,house,Democrat,CA,38,7,7,14.0,2003-01-07,1,,F,1969-01-28
T000472,Mark,Takano,115,house,Democrat,CA,41,2,2,4.0,2013-01-03,1,,M,1960-12-10
T000477,Scott,Taylor,115,house,Republican,VA,2,0,0,0.0,2017-01-03,1,,M,1979-06-27
T000478,Claudia,Tenney,115,house,Republican,NY,22,0,0,0.0,2017-01-03,1,,F,1961-02-04
T000193,Bennie,Thompson,115,house,Democrat,MS,2,12,12,23.7,1993-04-13,1,,M,1948-01-28
T000460,Mike,Thompson,115,house,Democrat,CA,5,9,9,18.0,1999-01-06,1,,M,1951-01-24
T000467,Glenn,Thompson,115,house,Republican,PA,5,4,4,8.0,2009-01-06,1,,M,1959-07-27
T000238,Mac,Thornberry,115,house,Republican,TX,13,11,11,22.0,1995-01-04,1,,M,1958-07-15
T000462,Patrick,Tiberi,115,house,Republican,OH,12,8,8,16.0,2001-01-03,1,,M,1962-10-21
T000470,Scott,Tipton,115,house,Republican,CO,3,3,3,6.0,2011-01-05,1,,M,1956-11-09
T000468,Dina,Titus,115,house,Democrat,NV,1,3,3,8.0,2009-01-06,1,,F,1950-05-23
T000469,Paul,Tonko,115,house,Democrat,NY,20,4,4,8.0,2009-01-06,1,,M,1949-06-18
T000474,Norma,Torres,115,house,Democrat,CA,35,1,1,2.0,2015-01-06,1,,F,1965-04-04
T000475,Dave,Trott,115,house,Republican,MI,11,1,1,2.0,2015-01-06,1,,M,1960-10-16
T000465,Niki,Tsongas,115,house,Democrat,MA,3,5,5,9.2,2007-10-16,1,,F,1946-04-26
T000463,Michael,Turner,115,house,Republican,OH,10,7,7,14.0,2003-01-07,1,,M,1960-01-11
U000031,Fred,Upton,115,house,Republican,MI,6,15,15,30.0,1987-01-06,1,,M,1953-04-23
V000129,David,Valadao,115,house,Republican,CA,21,2,2,4.0,2013-01-03,1,,M,1977-04-14
V000130,Juan,Vargas,115,house,Democrat,CA,51,2,2,4.0,2013-01-03,1,,M,1961-03-07
V000131,Marc,Veasey,115,house,Democrat,TX,33,2,2,4.0,2013-01-03,1,,M,1971-01-03
V000132,Filemon,Vela,115,house,Democrat,TX,34,2,2,4.0,2013-01-03,1,,M,1963-02-13
V000081,Nydia,Velázquez,115,house,Democrat,NY,7,12,12,24.0,1993-01-05,1,,F,1953-03-28
V000108,Peter,Visclosky,115,house,Democrat,IN,1,16,16,32.0,1985-01-03,1,,M,1949-08-13
W000812,Ann,Wagner,115,house,Republican,MO,2,2,2,4.0,2013-01-03,1,,F,1962-09-13
W000798,Tim,Walberg,115,house,Republican,MI,7,4,4,10.0,2007-01-04,1,,M,1951-04-12
W000791,Greg,Walden,115,house,Republican,OR,2,9,9,18.0,1999-01-06,1,,M,1957-01-10
W000819,Mark,Walker,115,house,Republican,NC,6,1,1,2.0,2015-01-06,1,,M,1969-05-20
W000813,Jackie,Walorski,115,house,Republican,IN,2,2,2,4.0,2013-01-03,1,,F,1963-08-17
W000820,Mimi,Walters,115,house,Republican,CA,45,1,1,2.0,2015-01-06,1,,F,1962-05-14
W000799,Timothy,Walz,115,house,Democrat,MN,1,5,5,10.0,2007-01-04,1,,M,1964-04-06
W000797,Debbie,Wasserman Schultz,115,house,Democrat,FL,23,6,6,12.0,2005-01-04,1,,F,1966-09-27
W000187,Maxine,Waters,115,house,Democrat,CA,43,13,13,26.0,1991-01-03,1,,F,1938-08-15
W000822,Bonnie,Watson Coleman,115,house,Democrat,NJ,12,1,1,2.0,2015-01-06,1,,F,1945-02-06
W000814,Randy,Weber,115,house,Republican,TX,14,2,2,4.0,2013-01-03,1,,M,1953-07-02
W000806,Daniel,Webster,115,house,Republican,FL,11,3,3,6.0,2011-01-05,1,,M,1949-04-27
W000800,Peter,Welch,115,house,Democrat,VT,0,5,5,10.0,2007-01-04,1,,M,1947-05-02
W000815,Brad,Wenstrup,115,house,Republican,OH,2,2,2,4.0,2013-01-03,1,,M,1958-06-17
W000821,Bruce,Westerman,115,house,Republican,AR,4,1,1,2.0,2015-01-06,1,,M,1967-11-18
W000826,Susan,Wild,115,house,Democrat,PA,15,0,0,-1.9,2018-11-27,1,,F,1957-06-07
W000816,Roger,Williams,115,house,Republican,TX,25,2,2,4.0,2013-01-03,1,,M,1949-09-13
W000795,Joe,Wilson,115,house,Republican,SC,2,8,8,15.0,2001-12-18,1,,M,1947-07-31
W000808,Frederica,Wilson,115,house,Democrat,FL,24,3,3,6.0,2011-01-05,1,,F,1942-11-05
W000804,Robert,Wittman,115,house,Republican,VA,1,5,5,9.1,2007-12-13,1,,M,1959-02-03
W000809,Steve,Womack,115,house,Republican,AR,3,3,3,6.0,2011-01-05,1,,M,1957-02-18
W000810,Rob,Woodall,115,house,Republican,GA,7,3,3,6.0,2011-01-05,1,,M,1970-02-11
Y000062,John,Yarmuth,115,house,Democrat,KY,3,5,5,10.0,2007-01-04,1,,M,1947-11-04
Y000063,Kevin,Yoder,115,house,Republican,KS,3,3,3,6.0,2011-01-05,1,,M,1976-01-08
Y000065,Ted,Yoho,115,house,Republican,FL,3,2,2,4.0,2013-01-03,1,,M,1955-04-13
Y000066,David,Young,115,house,Republican,IA,3,1,1,2.0,2015-01-06,1,,M,1968-05-11
Y000033,Don,Young,115,house,Republican,AK,0,22,22,43.8,1973-03-06,1,,M,1933-06-09
Z000017,Lee,Zeldin,115,house,Republican,NY,1,1,1,2.0,2015-01-06,1,,M,1980-01-30
Z000018,Ryan,Zinke,115,house,Republican,MT,0,1,1,2.0,2015-01-06,1,,M,1961-11-01
A000360,Lamar,Alexander,115,senate,Republican,TN,,3,3,14.0,2003-01-07,0,2,M,1940-07-03
B001230,Tammy,Baldwin,115,senate,Democrat,WI,,1,8,18.0,1999-01-06,1,1,F,1962-02-11
B001261,John,Barrasso,115,senate,Republican,WY,,2,2,9.5,2007-06-25,1,1,M,1952-07-21
B001267,Michael,Bennet,115,senate,Democrat,CO,,2,2,7.9,2009-01-22,0,3,M,1964-11-28
B001277,Richard,Blumenthal,115,senate,Democrat,CT,,1,1,6.0,2011-01-05,0,3,M,1946-02-13
B000575,Roy,Blunt,115,senate,Republican,MO,,1,8,20.0,1997-01-07,0,3,M,1950-01-10
B001288,Cory,Booker,115,senate,Democrat,NJ,,2,2,3.2,2013-10-31,0,2,M,1969-04-27
B001236,John,Boozman,115,senate,Republican,AR,,1,6,15.1,2001-11-29,0,3,M,1950-12-10
B000944,Sherrod,Brown,115,senate,Democrat,OH,,2,9,24.0,1993-01-05,1,1,M,1952-11-09
B001135,Richard,Burr,115,senate,Republican,NC,,2,7,22.0,1995-01-04,0,3,M,1955-11-30
C000127,Maria,Cantwell,115,senate,Democrat,WA,,3,4,24.0,1993-01-05,1,1,F,1958-10-13
C001047,Shelley,Capito,115,senate,Republican,WV,,1,8,16.0,2001-01-03,0,2,F,1953-11-26
C000141,Benjamin,Cardin,115,senate,Democrat,MD,,2,12,30.0,1987-01-06,1,1,M,1943-10-05
C000174,Thomas,Carper,115,senate,Democrat,DE,,3,8,34.0,1983-01-03,1,1,M,1947-01-23
C001070,Robert,Casey,115,senate,Democrat,PA,,2,2,10.0,2007-01-04,1,1,M,1960-04-13
C001075,Bill,Cassidy,115,senate,Republican,LA,,1,4,8.0,2009-01-06,0,2,M,1957-09-28
C000567,Thad,Cochran,115,senate,Republican,MS,,7,10,44.0,1973-01-03,0,2,M,1937-12-07
C001035,Susan,Collins,115,senate,Republican,ME,,4,4,20.0,1997-01-07,0,2,F,1952-12-07
C001088,Christopher,Coons,115,senate,Democrat,DE,,2,2,6.1,2010-11-15,0,2,M,1963-09-09
C001071,Bob,Corker,115,senate,Republican,TN,,2,2,10.0,2007-01-04,1,1,M,1952-08-24
C001056,John,Cornyn,115,senate,Republican,TX,,4,4,14.1,2002-11-30,0,2,M,1952-02-02
C001113,Catherine,Cortez Masto,115,senate,Democrat,NV,,0,0,0.0,2017-01-03,0,3,F,1964-03-29
C001095,Tom,Cotton,115,senate,Republican,AR,,1,2,4.0,2013-01-03,0,2,M,1977-05-13
C000880,Michael,Crapo,115,senate,Republican,ID,,3,6,24.0,1993-01-05,0,3,M,1951-05-20
C001098,Ted,Cruz,115,senate,Republican,TX,,1,1,4.0,2013-01-03,1,1,M,1970-12-22
D000618,Steve,Daines,115,senate,Republican,MT,,1,2,4.0,2013-01-03,0,2,M,1962-08-20
