bioguide_id,committee_name,policy_area
V000128,Committee on Commerce,Domestic Commerce
V000128,Committee on Science,Technology
V000128,Committee on Energy and Natural Resources,Energy
V000128,Committee on Public Works,
V000129,Committee on Appropriations,Macroeconomics
V000129,Committee on Rules,Government Operations
V000129,Committee on Natural Resources,Public Lands
V000129,Committee on Transportation and Infrastructure,Transportation
V000129,Committee on Ways and Means,Macroeconomics
V000129,Committee on the Budget,Macroeconomics
V000129,Committee on Agriculture,Agriculture
V000129,Committee on Energy and Natural Resources,Energy
V000129,Committee on Energy and Commerce,Energy
V000129,"Committee on Science, Space, and Technology",Technology
V000129,Ad Hoc Committee on Energy,
V000129,"Committee on Commerce, Science, and Transportation",Domestic Commerce
V000129,Committee on Foreign Affairs,International Affairs
V000129,Committee on Commerce,Domestic Commerce
V000129,Committee on Science,Technology
V000129,Committee on Foreign Relations,International Affairs
V000129,Committee on Education and the Workforce,Education
V000129,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
V000129,Committee on the Judiciary,Law and Crime
V000129,Committee on Environment and Public Works,Environment
V000129,Committee on Indian Affairs,Civil Rights
V000129,Committee on Public Works,
V000129,"Committee on Banking, Housing, and Urban Affairs",Housing
V000130,Committee on Foreign Affairs,International Affairs
V000130,Committee on Homeland Security,Defense
V000130,Committee on Financial Services,Domestic Commerce
V000130,Committee on Ethics,Government Operations
V000130,Committee on Agriculture,Agriculture
V000130,Committee on the Judiciary,Law and Crime
V000130,"Committee on Science, Space, and Technology",Technology
V000130,Committee on Natural Resources,Public Lands
V000130,Committee on Energy and Natural Resources,Energy
V000131,Committee on Rules,Government Operations
V000131,Committee on the Judiciary,Law and Crime
V000131,Committee on Ways and Means,Macroeconomics
V000131,Committee on Appropriations,Macroeconomics
V000131,Committee on Energy and Commerce,Energy
V000131,Committee on Transportation and Infrastructure,Transportation
V000131,Committee on Energy and Natural Resources,Energy
V000131,Committee on Foreign Affairs,International Affairs
V000131,Ad Hoc Committee on Energy,
V000131,Committee on Natural Resources,Public Lands
V000131,Committee on Foreign Relations,International Affairs
V000131,"Committee on Science, Space, and Technology",Technology
V000131,"Committee on Commerce, Science, and Transportation",Domestic Commerce
V000131,Committee on Commerce,Domestic Commerce
V000131,Committee on Science,Technology
V000131,Committee on Veterans' Affairs,Social Welfare
V000131,Committee on Armed Services,Defense
V000131,Committee on Oversight and Government Reform,Government Operations
V000131,Committee on Small Business,Domestic Commerce
V000131,Committee on Homeland Security,Defense
V000131,House Permanent Select Committee on Intelligence,Defense
V000131,Select Committee on Intelligence,Defense
V000131,Committee on Agriculture,Agriculture
V000131,"Committee on Health, Education, Labor, and Pensions",Health
V000131,Committee on Homeland Security and Governmental Affairs,Government Operations
V000131,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
V000131,Committee on Small Business and Entrepreneurship,Domestic Commerce
V000132,Committee on Homeland Security,Defense
V000132,Committee on Ways and Means,Macroeconomics
V000132,Committee on Finance,Macroeconomics
V000132,Committee on Homeland Security and Governmental Affairs,Government Operations
V000132,Committee on Armed Services,Defense
V000132,Committee on Transportation and Infrastructure,Transportation
V000132,Committee on Public Works,
V000132,Committee on Energy and Commerce,Energy
W000187,Committee on Financial Services,Domestic Commerce
W000187,"Committee on Banking, Housing, and Urban Affairs",Housing
W000187,Committee on Agriculture,Agriculture
W000187,Committee on Rules,Government Operations
W000187,Committee on the Judiciary,Law and Crime
W000187,Committee on Ways and Means,Macroeconomics
W000187,Committee on Appropriations,Macroeconomics
W000187,Committee on Oversight and Government Reform,Government Operations
W000187,Committee on Oversight,Government Operations
W000187,Committee on the Budget,Macroeconomics
W000187,Committee on Homeland Security and Governmental Affairs,Government Operations
W000187,Committee on Homeland Security,Defense
W000187,"Committee on Commerce, Science, and Transportation",Domestic Commerce
W000187,"Committee on Science, Space, and Technology",Technology
W000187,Committee on Natural Resources,Public Lands
W000187,Committee on Education and the Workforce,Education
W000187,Committee on Armed Services,Defense
W000187,Committee on Energy and Commerce,Energy
W000187,Committee on Transportation and Infrastructure,Transportation
W000187,Committee on Veterans' Affairs,Social Welfare
W000187,Committee on Foreign Affairs,International Affairs
W000187,Committee on House Administration,Government Operations
W000187,Committee on Small Business,Domestic Commerce
W000187,Joint Committee on Taxation,Macroeconomics
W000187,Committee on Public Works,
W000187,House Permanent Select Committee on Intelligence,Defense
W000187,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
W000187,Committee on Ethics,Government Operations
W000187,Committee on Energy and Natural Resources,Energy
W000187,Ad Hoc Committee on Energy,
W000187,Committee on Foreign Relations,International Affairs
W000187,"Committee on Health, Education, Labor, and Pensions",Health
W000187,Committee on Commerce,Domestic Commerce
W000187,Committee on Science,Technology
W000187,Select Committee on Intelligence,Defense
W000187,Committee on Finance,Macroeconomics
W000187,Committee on Environment and Public Works,Environment
W000187,Committee on Science and Technology,
W000187,Committee on Banking and Currency,
W000413,Committee on Transportation and Infrastructure,Transportation
W000413,Committee on Energy and Commerce,Energy
W000413,Committee on the Judiciary,Law and Crime
W000413,Committee on Energy and Natural Resources,Energy
W000413,Committee on Ways and Means,Macroeconomics
W000413,"Committee on Science, Space, and Technology",Technology
W000413,Committee on Foreign Affairs,International Affairs
W000413,Ad Hoc Committee on Energy,
W000413,Committee on Natural Resources,Public Lands
W000413,Committee on Foreign Relations,International Affairs
W000413,"Committee on Commerce, Science, and Transportation",Domestic Commerce
W000413,Committee on Commerce,Domestic Commerce
W000413,Committee on Science,Technology
W000413,Committee on Veterans' Affairs,Social Welfare
W000413,Committee on Education and the Workforce,Education
W000413,Committee on Small Business,Domestic Commerce
W000413,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
W000413,Committee on Agriculture,Agriculture
W000437,Committee on the Budget,Macroeconomics
W000437,Committee on Energy and Commerce,Energy
W000437,Committee on Energy and Natural Resources,Energy
W000437,"Committee on Health, Education, Labor, and Pensions",Health
W000437,Special Committee on Aging,Social Welfare
W000437,Committee on Finance,Macroeconomics
W000437,Committee on the Judiciary,Law and Crime
W000437,Committee on Appropriations,Macroeconomics
W000437,Committee on Homeland Security and Governmental Affairs,Government Operations
W000437,Committee on Homeland Security,Defense
W000437,"Committee on Commerce, Science, and Transportation",Domestic Commerce
W000437,Committee on Foreign Relations,International Affairs
W000437,Committee on Small Business and Entrepreneurship,Domestic Commerce
W000437,Select Committee on Intelligence,Defense
W000437,Committee on Environment and Public Works,Environment
W000437,Committee on Armed Services,Defense
W000437,Committee on Transportation and Infrastructure,Transportation
W000437,Committee on Indian Affairs,Civil Rights
W000437,Committee on Veterans' Affairs,Social Welfare
W000437,"Committee on Banking, Housing, and Urban Affairs",Housing
W000437,Committee on Labor and Human Resources,
W000437,Committee on Natural Resources,Public Lands
W000779,Committee on the Judiciary,Law and Crime
W000779,Committee on Energy and Natural Resources,Energy
W000779,"Committee on Commerce, Science, and Transportation",Domestic Commerce
W000779,Committee on Homeland Security and Governmental Affairs,Government Operations
W000779,Committee on Finance,Macroeconomics
W000779,Committee on Environment and Public Works,Environment
W000779,Committee on the Budget,Macroeconomics
W000779,Committee on Indian Affairs,Civil Rights
W000779,"Committee on Health, Education, Labor, and Pensions",Health
W000779,"Committee on Banking, Housing, and Urban Affairs",Housing
W000779,Committee on Natural Resources,Public Lands
W000779,Joint Committee on Taxation,Macroeconomics
W000779,Committee on Energy and Commerce,Energy
W000779,Committee on Armed Services,Defense
W000779,Committee on Veterans' Affairs,Social Welfare
W000779,Special Committee on Aging,Social Welfare
W000779,Committee on Appropriations,Macroeconomics
W000779,Committee on Science and Technology,
W000779,Committee on Ways and Means,Macroeconomics
W000779,Select Committee on Intelligence,Defense
W000779,House Permanent Select Committee on Intelligence,Defense
W000779,Committee on Foreign Relations,International Affairs
W000779,Committee on Commerce,Domestic Commerce
W000779,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
W000779,Committee on Small Business and Entrepreneurship,Domestic Commerce
W000779,Committee on Small Business,Domestic Commerce
W000779,Committee on Education,Education
W000779,Committee on Homeland Security,Defense
W000779,Committee on Transportation and Infrastructure,Transportation
W000779,Committee on Education and the Workforce,Education
W000779,Committee on Foreign Affairs,International Affairs
W000779,"Committee on Science, Space, and Technology",Technology
W000779,Committee on Rules and Administration,Government Operations
W000779,Committee on Financial Services,Domestic Commerce
W000779,Committee on House Administration,Government Operations
W000791,Committee on Energy and Commerce,Energy
W000791,"Committee on Commerce, Science, and Transportation",Domestic Commerce
W000791,"Committee on Science, Space, and Technology",Technology
W000791,Committee on Financial Services,Domestic Commerce
W000791,Committee on Natural Resources,Public Lands
W000791,Committee on Rules,Government Operations
W000791,Committee on Appropriations,Macroeconomics
W000791,Committee on Transportation and Infrastructure,Transportation
W000791,Committee on Agriculture,Agriculture
W000791,Committee on Energy and Natural Resources,Energy
W000791,Committee on Environment and Public Works,Environment
W000791,Committee on Ways and Means,Macroeconomics
W000791,"Committee on Banking, Housing, and Urban Affairs",Housing
W000791,Committee on Commerce,Domestic Commerce
W000791,Committee on Science,Technology
W000791,Committee on the Budget,Macroeconomics
W000791,Committee on Finance,Macroeconomics
W000791,Committee on Public Works,
W000791,Ad Hoc Committee on Energy,
W000791,Committee on Homeland Security,Defense
W000791,Committee on Education and the Workforce,Education
W000791,Committee on Veterans' Affairs,Social Welfare
W000791,Committee on Foreign Affairs,International Affairs
W000791,Committee on Foreign Relations,International Affairs
W000791,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
W000791,"Committee on Health, Education, Labor, and Pensions",Health
W000795,Committee on Education and the Workforce,Education
W000795,Committee on the Budget,Macroeconomics
W000795,Committee on Ways and Means,Macroeconomics
W000795,Committee on Financial Services,Domestic Commerce
W000795,Committee on Armed Services,Defense
W000795,Committee on Agriculture,Agriculture
W000795,Committee on Energy and Commerce,Energy
W000795,House Permanent Select Committee on Intelligence,Defense
W000795,Select Committee on Intelligence,Defense
W000795,Committee on Appropriations,Macroeconomics
W000795,Committee on Foreign Affairs,International Affairs
W000795,Committee on Foreign Relations,International Affairs
W000795,Committee on Homeland Security,Defense
W000795,Committee on Environment and Public Works,Environment
W000795,Committee on Natural Resources,Public Lands
W000795,Committee on the Judiciary,Law and Crime
W000795,Committee on Ethics,Government Operations
W000795,"Committee on Science, Space, and Technology",Technology
W000795,Committee on Rules,Government Operations
W000795,Committee on Veterans' Affairs,Social Welfare
W000795,Joint Committee on Printing,
W000795,"Committee on Banking, Housing, and Urban Affairs",Housing
W000795,Permanent Select Committee on Intelligence,Defense
W000795,Committee on Transportation and Infrastructure,Transportation
W000795,Committee on Oversight and Government Reform,Government Operations
W000795,Committee on Small Business,Domestic Commerce
W000795,"Committee on Commerce, Science, and Transportation",Domestic Commerce
W000795,"Committee on Health, Education, Labor, and Pensions",Health
W000795,Committee on Homeland Security and Governmental Affairs,Government Operations
W000795,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
W000795,Committee on Commerce,Domestic Commerce
W000795,Committee on Science,Technology
W000795,Committee on Small Business and Entrepreneurship,Domestic Commerce
W000795,Committee on Energy and Natural Resources,Energy
W000796,Committee on Homeland Security,Defense
W000796,House Permanent Select Committee on Intelligence,Defense
W000796,Select Committee on Intelligence,Defense
W000796,"Committee on Science, Space, and Technology",Technology
W000796,Committee on Financial Services,Domestic Commerce
W000796,Committee on Natural Resources,Public Lands
W000796,Committee on Agriculture,Agriculture
W000796,Ad Hoc Committee on Energy,
W000796,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
W000796,Committee on Rules,Government Operations
W000796,Committee on Foreign Affairs,International Affairs
W000796,Committee on Ways and Means,Macroeconomics
W000796,Committee on Appropriations,Macroeconomics
W000796,"Committee on Banking, Housing, and Urban Affairs",Housing
W000796,Committee on Transportation and Infrastructure,Transportation
W000796,Committee on Energy and Commerce,Energy
W000796,"Committee on Commerce, Science, and Transportation",Domestic Commerce
W000796,Committee on Energy and Natural Resources,Energy
W000796,Committee on Foreign Relations,International Affairs
W000797,Committee on Rules,Government Operations
W000797,Committee on Transportation and Infrastructure,Transportation
W000797,Committee on Energy and Commerce,Energy
W000797,Committee on Ways and Means,Macroeconomics
W000797,Joint Committee on Taxation,Macroeconomics
W000797,Committee on Homeland Security,Defense
W000797,Committee on the Judiciary,Law and Crime
W000797,Committee on Appropriations,Macroeconomics
W000797,Committee on Oversight and Government Reform,Government Operations
W000797,Committee on House Administration,Government Operations
W000797,Joint Committee on the Library,
W000797,Committee on Rules and Administration,Government Operations
W000797,Joint Committee on Printing,
W000797,Committee on Foreign Affairs,International Affairs
W000797,Committee on Financial Services,Domestic Commerce
W000797,Committee on Ethics,Government Operations
W000797,Committee on Agriculture,Agriculture
W000797,"Committee on Science, Space, and Technology",Technology
W000797,Committee on Education and the Workforce,Education
W000797,"Committee on Banking, Housing, and Urban Affairs",Housing
W000797,Committee on the Budget,Macroeconomics
W000797,Committee on Natural Resources,Public Lands
W000797,Committee on Veterans' Affairs,Social Welfare
W000797,Committee on Homeland Security and Governmental Affairs,Government Operations
W000798,Joint Committee on Taxation,Macroeconomics
W000798,Committee on Ways and Means,Macroeconomics
W000798,Committee on Education and the Workforce,Education
W000798,Committee on Small Business,Domestic Commerce
W000798,"Committee on Health, Education, Labor, and Pensions",Health
W000798,Committee on Appropriations,Macroeconomics
W000798,Committee on Education,Education
W000798,Committee on Rules,Government Operations
W000798,Committee on Veterans' Affairs,Social Welfare
W000798,Committee on Armed Services,Defense
W000798,Committee on Foreign Affairs,International Affairs
W000798,Committee on Foreign Relations,International Affairs
W000798,Committee on Energy and Natural Resources,Energy
W000798,"Committee on Science, Space, and Technology",Technology
W000798,Committee on Public Works,
W000798,"Committee on Banking, Housing, and Urban Affairs",Housing
W000798,Committee on Transportation and Infrastructure,Transportation
W000798,Committee on Financial Services,Domestic Commerce
W000798,House Permanent Select Committee on Intelligence,Defense
W000798,Select Committee on Intelligence,Defense
W000798,Committee on Natural Resources,Public Lands
W000798,Committee on the Judiciary,Law and Crime
W000798,Permanent Select Committee on Intelligence,Defense
W000798,Committee on Energy and Commerce,Energy
W000798,Committee on Oversight and Government Reform,Government Operations
W000798,Committee on Oversight,Government Operations
W000798,Committee on Commerce,Domestic Commerce
W000798,Committee on Science,Technology
W000798,Committee on Homeland Security,Defense
W000798,Committee on Homeland Security and Governmental Affairs,Government Operations
W000799,Committee on Veterans' Affairs,Social Welfare
W000799,Committee on Natural Resources,Public Lands
W000799,Committee on Agriculture,Agriculture
W000799,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
W000799,Committee on Education,Education
W000799,Committee on Appropriations,Macroeconomics
W000799,Committee on the Budget,Macroeconomics
W000799,Committee on the Judiciary,Law and Crime
W000799,Committee on Ways and Means,Macroeconomics
W000799,Committee on Transportation and Infrastructure,Transportation
W000799,Committee on Energy and Commerce,Energy
W000799,Committee on Armed Services,Defense
W000799,Committee on Oversight and Government Reform,Government Operations
W000799,Committee on Homeland Security and Governmental Affairs,Government Operations
W000799,Committee on Energy and Natural Resources,Energy
W000800,Committee on Transportation and Infrastructure,Transportation
W000800,Committee on Energy and Commerce,Energy
W000800,Committee on the Judiciary,Law and Crime
W000800,"Committee on Health, Education, Labor, and Pensions",Health
W000800,Committee on Energy and Natural Resources,Energy
W000800,Committee on Rules,Government Operations
W000800,"Committee on Science, Space, and Technology",Technology
W000800,Committee on Appropriations,Macroeconomics
W000800,Committee on Ways and Means,Macroeconomics
W000800,Committee on Natural Resources,Public Lands
W000800,Committee on the Budget,Macroeconomics
W000800,Committee on Agriculture,Agriculture
W000800,Committee on Veterans' Affairs,Social Welfare
W000800,Committee on Financial Services,Domestic Commerce
W000800,"Committee on Banking, Housing, and Urban Affairs",Housing
W000800,Committee on Foreign Affairs,International Affairs
W000800,Committee on Oversight and Government Reform,Government Operations
W000800,Committee on Finance,Macroeconomics
W000800,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
W000800,"Committee on Commerce, Science, and Transportation",Domestic Commerce
W000800,Committee on Education,Education
W000800,Committee on Environment and Public Works,Environment
W000800,Committee on Commerce,Domestic Commerce
W000800,Committee on Science,Technology
W000800,Committee on Public Works,
W000800,Committee on Armed Services,Defense
W000800,Committee on Education and the Workforce,Education
W000800,Committee on House Administration,Government Operations
W000800,Joint Committee on Taxation,Macroeconomics
W000800,Joint Committee on the Library,
W000800,Committee on Rules and Administration,Government Operations
W000802,Committee on the Budget,Macroeconomics
W000802,Committee on Energy and Commerce,Energy
W000802,Committee on Energy and Natural Resources,Energy
W000802,Committee on Environment and Public Works,Environment
W000802,Committee on Finance,Macroeconomics
W000802,Committee on Rules and Administration,Government Operations
W000802,Select Committee on Intelligence,Defense
W000802,Committee on Veterans' Affairs,Social Welfare
W000802,"Committee on Science, Space, and Technology",Technology
W000802,Committee on Homeland Security and Governmental Affairs,Government Operations
W000802,Committee on Appropriations,Macroeconomics
W000802,Committee on Armed Services,Defense
W000802,"Committee on Health, Education, Labor, and Pensions",Health
W000802,Joint Committee on Taxation,Macroeconomics
W000802,"Committee on Commerce, Science, and Transportation",Domestic Commerce
W000802,Special Committee on Aging,Social Welfare
W000802,Committee on the Judiciary,Law and Crime
W000802,Committee on Ways and Means,Macroeconomics
W000802,House Permanent Select Committee on Intelligence,Defense
W000802,Committee on Homeland Security,Defense
W000802,Committee on Transportation and Infrastructure,Transportation
W000802,Committee on Education and the Workforce,Education
W000802,Committee on Indian Affairs,Civil Rights
W000802,Committee on Natural Resources,Public Lands
W000802,Committee on Foreign Relations,International Affairs
W000802,Committee on Commerce,Domestic Commerce
W000802,Committee on Small Business and Entrepreneurship,Domestic Commerce
W000802,Committee on Education,Education
W000802,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
W000802,Select Committee on Energy Independence and Global Warming,
W000804,Committee on Agriculture,Agriculture
W000804,Committee on Armed Services,Defense
W000804,Committee on Education and the Workforce,Education
W000804,Committee on Energy and Commerce,Energy
W000804,Committee on Natural Resources,Public Lands
W000804,Committee on Transportation and Infrastructure,Transportation
W000804,Committee on Commerce,Domestic Commerce
W000804,Committee on Science,Technology
W000804,Ad Hoc Committee on Energy,
W000804,"Committee on Health, Education, Labor, and Pensions",Health
W000804,Committee on Small Business,Domestic Commerce
W000804,Committee on Small Business and Entrepreneurship,Domestic Commerce
W000804,Committee on the Judiciary,Law and Crime
W000804,Committee on Appropriations,Macroeconomics
W000804,Select Committee on Intelligence,Defense
W000804,Committee on Foreign Affairs,International Affairs
W000804,House Permanent Select Committee on Intelligence,Defense
W000804,Committee on Foreign Relations,International Affairs
W000804,"Committee on Commerce, Science, and Transportation",Domestic Commerce
W000804,Committee on Energy and Natural Resources,Energy
W000804,Committee on Oversight and Government Reform,Government Operations
W000804,Committee on Homeland Security and Governmental Affairs,Government Operations
W000804,Committee on Homeland Security,Defense
W000804,Committee on Rules,Government Operations
W000804,Committee on the Budget,Macroeconomics
W000804,Committee on Ways and Means,Macroeconomics
W000804,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
W000804,Committee on Veterans' Affairs,Social Welfare
W000804,"Committee on Science, Space, and Technology",Technology
W000804,Committee on Financial Services,Domestic Commerce
W000805,Committee on the Budget,Macroeconomics
W000805,Joint Committee on Taxation,Macroeconomics
W000805,"Committee on Commerce, Science, and Transportation",Domestic Commerce
W000805,Special Committee on Aging,Social Welfare
W000805,"Committee on Health, Education, Labor, and Pensions",Health
W000805,Committee on Finance,Macroeconomics
W000805,Committee on Appropriations,Macroeconomics
W000805,Committee on Armed Services,Defense
W000805,Select Committee on Intelligence,Defense
W000805,House Permanent Select Committee on Intelligence,Defense
W000805,Committee on Energy and Natural Resources,Energy
W000805,Committee on Homeland Security and Governmental Affairs,Government Operations
W000805,Committee on Rules and Administration,Government Operations
W000805,"Committee on Banking, Housing, and Urban Affairs",Housing
W000805,Committee on the Judiciary,Law and Crime
W000805,Committee on Foreign Relations,International Affairs
W000805,Committee on Energy and Commerce,Energy
W000805,Committee on Foreign Affairs,International Affairs
W000805,Committee on Commerce,Domestic Commerce
W000805,Committee on Veterans' Affairs,Social Welfare
W000805,Committee on Homeland Security,Defense
W000805,Committee on Environment and Public Works,Environment
W000806,Committee on the Judiciary,Law and Crime
W000808,"Committee on Science, Space, and Technology",Technology
W000808,Committee on Transportation and Infrastructure,Transportation
W000808,Committee on Education and the Workforce,Education
W000808,Committee on Rules,Government Operations
W000808,Committee on the Judiciary,Law and Crime
W000808,Committee on Oversight and Government Reform,Government Operations
W000808,Committee on the Budget,Macroeconomics
W000808,Committee on Agriculture,Agriculture
W000808,Committee on Natural Resources,Public Lands
W000808,"Committee on Health, Education, Labor, and Pensions",Health
W000808,Committee on Energy and Natural Resources,Energy
W000808,Committee on Foreign Affairs,International Affairs
W000808,House Permanent Select Committee on Intelligence,Defense
W000808,Committee on Appropriations,Macroeconomics
W000808,Committee on Financial Services,Domestic Commerce
W000808,Select Committee on Assassinations,
W000808,Committee on Ways and Means,Macroeconomics
W000808,Committee on Standards of Official Conduct,Government Operations
W000808,"Committee on Banking, Housing, and Urban Affairs",Housing
W000808,Committee on Energy and Commerce,Energy
W000808,Permanent Select Committee on Intelligence,Defense
W000808,Committee on Armed Services,Defense
W000808,Committee on Veterans' Affairs,Social Welfare
W000808,Committee on Small Business,Domestic Commerce
W000809,Committee on Financial Services,Domestic Commerce
W000809,"Committee on Banking, Housing, and Urban Affairs",Housing
W000809,Committee on Agriculture,Agriculture
W000809,Committee on the Budget,Macroeconomics
W000809,Committee on Foreign Affairs,International Affairs
W000809,Committee on Ways and Means,Macroeconomics
W000809,Committee on the Judiciary,Law and Crime
W000809,Permanent Select Committee on Intelligence,Defense
W000809,Committee on Energy and Commerce,Energy
W000809,Committee on Appropriations,Macroeconomics
W000809,Committee on Armed Services,Defense
W000809,Committee on Homeland Security,Defense
W000810,Committee on Rules,Government Operations
W000810,Committee on Energy and Commerce,Energy
W000810,Committee on Transportation and Infrastructure,Transportation
W000810,Committee on Appropriations,Macroeconomics
W000810,Committee on Ways and Means,Macroeconomics
W000810,Committee on Education and the Workforce,Education
W000810,Committee on Financial Services,Domestic Commerce
W000810,Committee on Education,Education
W000810,Committee on Foreign Affairs,International Affairs
W000810,Committee on Oversight and Government Reform,Government Operations
W000810,Committee on the Budget,Macroeconomics
W000810,Committee on Armed Services,Defense
W000810,Committee on Natural Resources,Public Lands
W000810,Committee on the Judiciary,Law and Crime
W000810,Joint Committee on Taxation,Macroeconomics
W000810,Permanent Select Committee on Intelligence,Defense
W000810,Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi,
W000810,Committee of the Whole House on the State of the Union,
W000810,"Committee on Science, Space, and Technology",Technology
W000810,Committee on Finance,Macroeconomics
W000810,Committee on Agriculture,Agriculture
W000810,Committee on Ethics,Government Operations
W000810,Committee on Homeland Security,Defense
W000812,Committee on Rules,Government Operations
W000812,Committee on the Judiciary,Law and Crime
W000812,Committee on Ways and Means,Macroeconomics
W000812,Committee on Appropriations,Macroeconomics
W000812,Committee on Education and the Workforce,Education
W000812,"Committee on Health, Education, Labor, and Pensions",Health
W000812,Committee on Transportation and Infrastructure,Transportation
W000812,Committee on Oversight and Government Reform,Government Operations
W000812,Committee on the Budget,Macroeconomics
W000812,Committee on Homeland Security and Governmental Affairs,Government Operations
W000812,Committee on Homeland Security,Defense
W000812,Committee on Energy and Commerce,Energy
W000812,Committee on Financial Services,Domestic Commerce
W000812,"Committee on Banking, Housing, and Urban Affairs",Housing
W000812,Committee on Foreign Affairs,International Affairs
W000812,Permanent Select Committee on Intelligence,Defense
W000812,Committee on Foreign Relations,International Affairs
W000812,Committee on Armed Services,Defense
W000812,Select Committee on Intelligence,Defense
W000812,Committee on Agriculture,Agriculture
W000812,Committee on Small Business,Domestic Commerce
W000813,Joint Committee on Taxation,Macroeconomics
W000813,Committee on Ways and Means,Macroeconomics
W000813,Committee on Education and the Workforce,Education
W000813,Committee on Small Business,Domestic Commerce
W000813,Committee on Veterans' Affairs,Social Welfare
W000813,Committee on Rules,Government Operations
W000813,Committee on the Judiciary,Law and Crime
W000813,Committee on Appropriations,Macroeconomics
W000813,Committee on Armed Services,Defense
W000813,Committee on Natural Resources,Public Lands
W000813,Permanent Select Committee on Intelligence,Defense
W000813,Committee on Energy and Commerce,Energy
W000813,Committee on Transportation and Infrastructure,Transportation
W000813,Committee on Commerce,Domestic Commerce
W000813,Committee on Science,Technology
W000813,Ad Hoc Committee on Energy,
W000813,"Committee on Health, Education, Labor, and Pensions",Health
W000813,Committee on Small Business and Entrepreneurship,Domestic Commerce
W000813,Select Committee on Intelligence,Defense
W000813,Committee on Foreign Affairs,International Affairs
W000813,House Permanent Select Committee on Intelligence,Defense
W000813,Committee on Foreign Relations,International Affairs
W000813,"Committee on Commerce, Science, and Transportation",Domestic Commerce
W000813,Committee on Energy and Natural Resources,Energy
W000813,Committee on Oversight and Government Reform,Government Operations
W000813,Committee on Homeland Security and Governmental Affairs,Government Operations
W000813,Committee on Homeland Security,Defense
W000813,Committee on Agriculture,Agriculture
W000813,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
W000813,Committee on Financial Services,Domestic Commerce
W000813,"Committee on Science, Space, and Technology",Technology
W000813,Committee on International Relations,
W000813,"Committee on Banking, Housing, and Urban Affairs",Housing
W000813,Committee on Finance,Macroeconomics
W000813,Committee on the Budget,Macroeconomics
W000813,Committee on Government Operations,
W000814,Committee on Rules,Government Operations
W000814,Committee on Transportation and Infrastructure,Transportation
W000814,Committee on Energy and Commerce,Energy
W000814,Committee on Ways and Means,Macroeconomics
W000814,Joint Committee on Taxation,Macroeconomics
W000814,Committee on Energy and Natural Resources,Energy
W000814,"Committee on Science, Space, and Technology",Technology
W000814,Committee on Appropriations,Macroeconomics
W000814,Committee on Education and the Workforce,Education
W000814,Committee on Oversight and Government Reform,Government Operations
W000814,Committee on Science and Technology,
W000814,Committee on Commerce,Domestic Commerce
W000814,Committee on Science,Technology
W000814,Committee on Education and Labor,Education
W000814,"Committee on Commerce, Science, and Transportation",Domestic Commerce
W000814,Committee on Foreign Affairs,International Affairs
W000814,Committee on Foreign Relations,International Affairs
W000814,Committee on Natural Resources,Public Lands
W000814,Committee on Financial Services,Domestic Commerce
W000814,House Permanent Select Committee on Intelligence,Defense
W000814,Committee on the Budget,Macroeconomics
W000814,Committee on Homeland Security,Defense
W000814,Committee on Agriculture,Agriculture
W000814,Committee on Environment and Public Works,Environment
W000814,Committee on Public Works,
W000815,Committee on Armed Services,Defense
W000815,Committee on Natural Resources,Public Lands
W000815,Permanent Select Committee on Intelligence,Defense
W000815,Committee on Energy and Commerce,Energy
W000815,Committee on Transportation and Infrastructure,Transportation
W000815,Committee on Commerce,Domestic Commerce
W000815,Committee on Science,Technology
W000815,Ad Hoc Committee on Energy,
W000815,"Committee on Health, Education, Labor, and Pensions",Health
W000815,Committee on Small Business,Domestic Commerce
W000815,Committee on Small Business and Entrepreneurship,Domestic Commerce
W000815,Committee on the Judiciary,Law and Crime
W000815,Committee on Appropriations,Macroeconomics
W000815,Select Committee on Intelligence,Defense
W000815,Committee on Foreign Affairs,International Affairs
W000815,House Permanent Select Committee on Intelligence,Defense
W000815,Committee on Foreign Relations,International Affairs
W000815,"Committee on Commerce, Science, and Transportation",Domestic Commerce
W000815,Committee on Energy and Natural Resources,Energy
W000815,Committee on Oversight and Government Reform,Government Operations
W000815,Committee on Homeland Security and Governmental Affairs,Government Operations
W000815,Committee on Homeland Security,Defense
W000815,Committee on Ways and Means,Macroeconomics
W000815,Committee on Education and the Workforce,Education
W000815,Committee on Financial Services,Domestic Commerce
W000815,Committee on Veterans' Affairs,Social Welfare
W000815,"Committee on Science, Space, and Technology",Technology
W000815,Committee on the Budget,Macroeconomics
W000815,Committee on Education,Education
W000815,Committee on Government Operations,
W000815,"Committee on Banking, Housing, and Urban Affairs",Housing
