interest_group,org_id,original_name,original_name_2,similarity_score,current_name,current_name_2,acronym,acronym_2,active,name_match,helper_1,helper_2,helper_3
Council of North American Insulation Manufacturers Association,20111479,Council of North American Insulation Manufacturers Association,Council of North American Insulation Manufacturers Association,71,R-value (insulation),Council of North American Insulation Manufacturers Association,,NAIMA,True,False,False,True,True
Council on Pakistan Relations,20111481,Council on Pakistan Relations,Council on Pakistan Relations,86,Indiaâ€“Pakistan relations,Council on Pakistan Relations,,,True,False,False,True,False
Covenant House Florida,20111490,Covenant House Florida,Covenant House Florida,48,Road House (upcoming film),Covenant House Florida,,,True,False,False,True,False
Covenant Retirement Communities,20111491,Covenant Retirement Communities,Covenant Retirement Communities,48,Evangelical Covenant Church,Covenant Retirement Communities,,,True,False,False,True,False
"Crim Fitness Foundation, Inc",20111505,"Crim Fitness Foundation, Inc",Crim Fitness Foundation,53,Crim Festival of Races,Crim Fitness Foundation,,,True,False,True,True,False
Cristo Rey Network,20111506,Cristo Rey Network,Cristo Rey Network,100,Cristo Rey Network,Cristo Rey Network,,,True,True,False,False,False
Cross International Inc,20111511,Cross International Inc,Cross International,32,Elevance Health,Cross International,,,True,False,True,True,False
Crow Indian Tribe,20111513,Crow Indian Tribe,,53,Crow people,,,,True,False,True,True,False
Cruise Lines International Association,20111519,Cruise Lines International Association,Cruise Lines International Association,100,Cruise Lines International Association,Cruise Lines International Association,CLIA,CLIA,True,True,False,False,False
Custom Rail Employer Welfare Trust Fund,20111531,Custom Rail Employer Welfare Trust Fund,Custom Rail Employer Welfare Trust Fund,30,Labour in India,Custom Rail Employer Welfare Trust Fund,,,True,False,False,True,False
"Cyberknife Coalition Georgetown, Stanford, USC, et al",20111534,"Cyberknife Coalition Georgetown, Stanford, USC, et al",Cyberknife Coalition,0,,Cyberknife Coalition,,,False,False,True,False,False
DBA International,20111546,DBA International,DBA International,57,DBA (airline),Receivables Management Association International,,RAMI,True,False,False,True,True
DC Vote,20111548,DC Vote,DC Vote,24,District of Columbia federal voting rights,DC Vote,,,True,False,False,True,False
DMAA: The Care Continuum Alliance,20111557,DMAA: The Care Continuum Alliance,DMAA: The Care Continuum Alliance,100,DMAA,Care Continuum Alliance,,PHA,True,False,False,True,True
DME Coalition,20111559,DME Coalition,DME Coalition,32,Alternative fuel vehicle,DME Coalition,,,True,False,False,True,False
DOC PAC,20111562,DOC PAC,DOC PAC,42,Tupac Shakur,DOC PAC,,,True,False,False,True,False
Dam Safety Coalition,20111575,Dam Safety Coalition,Dam Safety Coalition,50,Delhi Dam,Dam Safety Coalition,,,True,False,False,True,False
Dance Place,20111577,Dance Place,Dance Place,100,Dance Place,Dance Place,CEC,CEC,True,True,False,False,False
Daughters of Penelope,20111592,Daughters of Penelope,Daughters of Penelope,32,American Hellenic Educational Progressive Association,Daughters of Penelope,,,True,False,False,True,False
Dayton Philharmonic Orchestra,20111600,Dayton Philharmonic Orchestra,Dayton Philharmonic Orchestra,100,Dayton Philharmonic Orchestra,Dayton Philharmonic Orchestra,DPO,DPO,True,True,False,False,False
Deaf West Theatre,20111603,Deaf West Theatre,Deaf West Theatre,100,Deaf West Theatre,Deaf West Theatre,,,True,True,False,False,False
Declaration Foundation,20111608,Declaration Foundation,Declaration Foundation,67,United States Declaration of Independence,Declaration Foundation,,,True,False,False,True,False
Decommissioning Plant Coalition,20111609,Decommissioning Plant Coalition,Decommissioning Plant Coalition,38,Yankee Rowe Nuclear Power Station,Decommissioning Plant Coalition,,,True,False,False,True,False
Defense Commercial Venders Coalition,20111613,Defense Commercial Venders Coalition,Defense Commercial Venders Coalition,31,AÃ©rospatiale SA 330 Puma,Defense Commercial Venders Coalition,,,True,False,False,True,False
Defense Credit Union Council,20111614,Defense Credit Union Council,Defense Credit Union Council,65,Navy Federal Credit Union,Defense Credit Union Council,,DCUC,True,False,False,True,True
Demand Response Smart Grid Coalition,20111632,Demand Response Smart Grid Coalition,Demand Response Smart Grid Coalition,100,Demand response,Demand Response Smart Grid Coalition,,,True,False,False,True,False
Democrats for Life in America PAC,20111635,Democrats for Life in America PAC,Democrats for Life in America PAC,95,Democrats for Life of America,Democrats for Life of America,,,True,False,False,False,False
Denver Art Museum,20111641,Denver Art Museum,,100,Denver Art Museum,,DAM,DAM,True,True,True,True,False
Denver Health and Hospital Authority,20111642,Denver Health and Hospital Authority,Denver Health and Hospital Authority,66,Denver Health Medical Center,Denver Health and Hospital Authority,,,True,False,False,True,False
Department for Professional Employees AFL-CIO,20111643,Department for Professional Employees AFL-CIO,Department for Professional Employees AFL-CIO,100,"Department for Professional Employees, AFLâ€“CIO",Department for Professional Employees,,DPE,True,False,False,True,True
Detroit Economic Growth Corporation,20111655,Detroit Economic Growth Corporation,Detroit Economic Growth Corporation,37,Joe Tate (politician),Detroit Economic Growth Corporation,,,True,False,False,True,False
Detroit Symphony Orchestra,20111657,Detroit Symphony Orchestra,,100,Detroit Symphony Orchestra,,DSO,,True,True,True,True,True
Detroit Zoological Society,20111659,Detroit Zoological Society,Detroit Zoological Society,78,Detroit Zoo,Detroit Zoological Society,,,True,False,False,True,False
Diabetes Access to Care Coalition,20111662,Diabetes Access to Care Coalition,Diabetes Access to Care Coalition,62,Self-care,Diabetes Access to Care Coalition,,,True,False,False,True,False
Dialysis Patient Citizens,20111667,Dialysis Patient Citizens,Dialysis Patient Citizens,100,Dialysis Patient Citizens,Dialysis Patient Citizens,CMS,,True,True,False,False,True
Digital Promise Project,20111677,Digital Promise Project,Digital Promise Project,100,Digital Promise,Digital Promise,FCC,,True,False,False,False,True
Direct Care Alliance,20111682,Direct Care Alliance,Direct Care Alliance,47,Direct support professional,Direct Care Alliance,,,True,False,False,True,False
Discover America Partnership,20111685,Discover America Partnership,Discover America Partnership,76,Discover Card,Discover America Partnership,,,True,False,False,True,False
Discovery Museum/ Powerhouse Science Center,20111687,Discovery Museum/ Powerhouse Science Center,,100,Powerhouse Science Center,,,,True,False,True,True,False
"Distributed Infinity, Inc",20111688,"Distributed Infinity, Inc",Distributed Infinity,32,List of Marvel Cinematic Universe films,Distributed Infinity,,,True,False,True,True,False
Distributed Wind Energy Association,20111690,Distributed Wind Energy Association,Distributed Wind Energy Association,67,Distributed generation,Distributed Wind Energy Association,,DWEA,True,False,False,True,True
District of Columbia National Guard Association,20111691,District of Columbia National Guard Association,District of Columbia National Guard Association,100,District of Columbia National Guard,District of Columbia National Guard Association,,,True,False,False,True,False
Dollar Coin Alliance,20111698,Dollar Coin Alliance,Dollar Coin Alliance,71,Niue dollar,Dollar Coin Alliance,,,True,False,False,True,False
Domestic Energy Producers Alliance,20111699,Domestic Energy Producers Alliance,Domestic Energy Producers Alliance,79,Western Energy Alliance,Domestic Energy Producers Alliance,,DEPA,True,False,False,True,True
Duluth Children's Museum,20111723,Duluth Children's Museum,,100,Children's museum,,,,True,False,True,True,False
E-Ordering Coalition,20111745,E-Ordering Coalition,E-Ordering Coalition,100,Coalition,E-Ordering Coalition,,,True,False,False,True,False
E. ON AG,20111747,E. ON AG,,100,E.ON,,,,True,False,True,True,False
EAA,20111754,EAA,Experimental Aircraft Association,100,EAA,Experimental Aircraft Association,,,True,True,True,True,False
EAUC (Educational Association of University Center),20111755,EAUC (Educational Association of University Center),Educational Association of University Center,0,,Educational Association of University Center,,EAUC,False,False,True,False,True
EWG Action Fund,20111786,EWG Action Fund,EWG Action Fund,33,Environmental Working Group,Environmental Working Group,EWG,EWG,True,False,False,False,False
"Eagle Mountain International Church, Inc",20111790,"Eagle Mountain International Church, Inc",Eagle Mountain International Church,33,Kenneth Copeland,Eagle Mountain International Church,,,True,False,True,True,False
Echo Lakes Association,20111806,Echo Lakes Association,Echo Lakes Association,27,Rick Fox,Echo Lakes Association,,,True,False,False,True,False
EdVenture Chilren's Museum,20111813,EdVenture Chilren's Museum,,0,,,,,False,False,True,False,False
"Eden Housing, Inc",20111814,"Eden Housing, Inc",Eden Housing,61,California Housing Accountability Act,Eden Housing,HAA,,True,False,True,True,True
Education Trust,20111827,Education Trust,Education Trust,100,Commonwealth Education Trust,Education Trust,HMG,,True,False,False,True,True
Education is Freedom,20111828,Education is Freedom,Education is Freedom,92,Freedom of education,Education is Freedom,,,True,False,False,True,False
Educause,20111829,Educause,Educause,100,Educause,Educause,ECAR,,True,True,False,True,True
Edward M. Kennedy Institute for the United States Senate,20111830,Edward M. Kennedy Institute for the United States Senate,Edward M. Kennedy Institute for the United States Senate,100,Edward M. Kennedy Institute for the United States Senate,Edward M. Kennedy Institute for the United States Senate,LEED,,True,True,False,False,True
Efficiency First,20111833,Efficiency First,Efficiency First,79,Pareto efficiency,Efficiency First,,,True,False,False,True,False
Electrical Safety Foundation International,20111843,Electrical Safety Foundation International,Electrical Safety Foundation International,100,Electrical Safety Foundation International,Electrical Safety Foundation International,ESFI,ESFI,True,True,False,False,False
Electricity dialog Group,20111844,Electricity dialog Group,Electricity dialog Group,31,Tenaga Nasional,Electricity dialog Group,,,True,False,False,True,False
Electrification Coalition Alliance,20111845,Electrification Coalition Alliance,Electrification Coalition Alliance,38,2011 Finnish parliamentary election,Electrification Coalition,,,True,False,False,True,False
Embassy Square Foundation,20111861,Embassy Square Foundation,Embassy Square Foundation,55,Heroes' Square (Budapest),Embassy Square Foundation,,,True,False,False,True,False
Employer Tax Coalition,20111869,Employer Tax Coalition,Employer Tax Coalition,43,Income tax in the Netherlands,Employer Tax Coalition,,,True,False,False,True,False
Empowering Veterans Organization,20111871,Empowering Veterans Organization,Empowering Veterans Organization,59,Paralyzed Veterans of America,Empowering Veterans Organization,,,True,False,False,True,False
Enhanced Protective Glass Automotive Association,20111888,Enhanced Protective Glass Automotive Association,Enhanced Protective Glass Automotive Association,15,Mirror,Enhanced Protective Glass Automotive Association,,,True,False,False,True,False
"Enterprise Community Partners, Inc",20111892,"Enterprise Community Partners, Inc",Enterprise Community Partners,100,Enterprise Community Partners,Enterprise Community Partners,,,True,False,True,False,False
Enterprise Rancheria of Maidu Indians of California,20111894,Enterprise Rancheria of Maidu Indians of California,Enterprise Rancheria of Maidu Indians of California,100,Enterprise Rancheria,Enterprise Rancheria of Maidu Indians of California,,,True,False,False,True,False
"Environment America, Inc",20111896,"Environment America, Inc",Environment America,32,Meta Platforms,Environment America,,EA,True,False,True,True,True
Environmental and Energy Study Institute,20111900,Environmental and Energy Study Institute,Environmental and Energy Study Institute,100,Environmental and Energy Study Institute,Environmental and Energy Study Institute,EESI,EESI,True,True,False,False,False
"Equailty for Adopted Children, LLC",20111907,"Equailty for Adopted Children, LLC",Equailty for Adopted Children,0,,Equailty for Adopted Children,,,False,False,True,False,False
Estate of Burton Kanter,20111916,Estate of Burton Kanter,Estate of Burton Kanter,41,Unforgotten,Estate of Burton Kanter,,,True,False,False,True,False
Everybody Wins! DC,20111926,Everybody Wins! DC,Everybody Wins! DC,40,DC (Succession),Everybody Wins! DC,,,True,False,False,True,False
Exopolitics Institute,20111940,Exopolitics Institute,Exopolitics Institute,35,Sekret Machines: Book 2 â€“ A Fire Within,Exopolitics Institute,,,True,False,False,True,False
Exopolitics.com,20111941,Exopolitics.com,Exopolitics.com,58,Politics of outer space,Exopolitics,,,True,False,False,True,False
Experience Works,20111943,Experience Works,Experience Works,86,DreamWorks Experience,Experience Works,,,True,False,False,True,False
Experience in Action,20111944,Experience in Action,Experience in Action,100,Experience,Experience in Action,,,True,False,False,True,False
Exterior Insulation and Finish Systems Industry Members Association (EIMA),20111947,Exterior Insulation and Finish Systems Industry Members Association (EIMA),Exterior Insulation and Finish Systems Industry Members Association,69,Exterior insulation finishing system,Exterior Insulation and Finish Systems Industry Members Association,,,True,False,True,True,False
FAMA/FEMSA Governmental Affairs Committee,20111952,FAMA/FEMSA Governmental Affairs Committee,FAMA/FEMSA Governmental Affairs Committee,22,2020 in Mexico,Governmental Affairs Committee,,FAMA/FEMSA,True,False,False,True,True
FM Policy Focus,20111955,FM Policy Focus,FM Policy Focus,28,Kwame Nkrumah University of Science and Technology,FM Policy Focus,,,True,False,False,True,False
Fairmount Park Conservancy,20111964,Fairmount Park Conservancy,Fairmount Park Conservancy,100,Fairmount Park,Fairmount Park Conservancy,,,True,False,False,True,False
Fallon Paiute Shoshone Tribes,20111968,Fallon Paiute Shoshone Tribes,,86,Paiute-Shoshone Tribe of the Fallon Reservation and Colony,,,,True,False,True,True,False
Families Preventing Birth Defects,20111969,Families Preventing Birth Defects,Families Preventing Birth Defects,59,Birth defect,Families Preventing Birth Defects,,,True,False,False,True,False
Families of Flight 93,20111970,Families of Flight 93,Families of Flight 93,62,Flight 93 National Memorial,Families of Flight 93,,,True,False,False,True,False
Family Business Estate Tax Coalition,20111972,Family Business Estate Tax Coalition,Family Business Estate Tax Coalition,45,Capital gains tax,Family Business Estate Tax Coalition,,,True,False,False,True,False
Family Enterprise Coalition,20111973,Family Enterprise Coalition,Family Enterprise Coalition,61,Conservative coalition,Family Enterprise Coalition,,,True,False,False,True,False
Family Matters of Greater Washington (a client of Laura & Murphy Associates LLC,20111976,Family Matters of Greater Washington (a client of Laura & Murphy Associates LLC,Family Matters of Greater Washington,41,Timeline of Russian interference in the 2016 United States elections,Family Matters of Greater Washington,,,True,False,True,True,False
Family Service Association,20111977,Family Service Association,Family Service Association,58,Jewish Board of Family and Children's Services,Family Service Association,,,True,False,False,True,False
Family Voices,20111978,Family Voices,Family Voices,100,Family Voices,Family Voices,,,True,True,False,False,False
Farestart,20111979,Farestart,Farestart,100,FareStart,FareStart,,,True,True,False,False,False
Farmers for Clean Air and Water,20111981,Farmers for Clean Air and Water,Farmers for Clean Air and Water,54,In-water surface cleaning,Farmers for Clean Air and Water,,,True,False,False,True,False
Farmers' Electric Cooperative,20111982,Farmers' Electric Cooperative,Farmers' Electric Cooperative,100,Farmers Electric Cooperative,Farmers Electric Cooperative,,,True,False,False,False,False
Farmworker Association of Florida,20111984,Farmworker Association of Florida,Farmworker Association of Florida,38,United Farm Workers,Farmworker Association of Florida,,,True,False,False,True,False
Fashion Jewlery Trade Association,20111986,Fashion Jewlery Trade Association,Fashion Jewlery Trade Association,33,Jewellery,Fashion Jewlery Trade Association,,FJTA,True,False,False,True,True
Fashion Model Fairness Project,20111987,Fashion Model Fairness Project,Fashion Model Fairness Project,59,Model (person),Fashion Model Fairness Project,,,True,False,False,True,False
Federal Protective Service Local 918 (AFGE),20111995,Federal Protective Service Local 918 (AFGE),Federal Protective Service Local 918,79,Federal Protective Service (United States),Federal Protective Service Local 918,,AFGE,True,False,True,True,True
Federation of Exchange Accommodators,20111997,Federation of Exchange Accommodators,Federation of Exchange Accommodators,21,JSE Limited,Federation of Exchange Accommodators,,FEA,True,False,False,True,True
Federation of Responsible Citizens,20111998,Federation of Responsible Citizens,Federation of Responsible Citizens,46,Corporate social responsibility,Federation of Responsible Citizens,,,True,False,False,True,False
Fermi Research Alliance,20112001,Fermi Research Alliance,Fermi Research Alliance,39,Fermilab,Fermi Research Alliance,FRA,,True,False,False,True,True
Fiber-to-the-Home Council,20112004,Fiber-to-the-Home Council,Fiber-to-the-Home Council,92,Fiber to the x,Fiber Broadband Association,,FBA,True,False,False,True,True
Fight SMA,20112009,Fight SMA,Fight SMA,33,Keira Knightley,Cure SMA,,,True,False,False,True,False
Financial Education and Counseling Alliance,20112010,Financial Education and Counseling Alliance,Financial Education and Counseling Alliance,71,Genetic counseling,Financial Education and Counseling Alliance,,,True,False,False,True,False
Financial Planning Coalition,20112013,Financial Planning Coalition,Financial Planning Coalition,59,Certified Financial Planner Board of Standards,Financial Planning Coalition,NAPFA,,True,False,False,True,True
Financial Service Institute,20112014,Financial Service Institute,Financial Service Institute,30,FINSIA,Financial Services Institute,,FSI,True,False,False,True,True
First Focus Campaign for Children,20112023,First Focus Campaign for Children,First Focus Campaign for Children,22,Bob Casey Jr.,First Focus Campaign for Children,,,True,False,False,True,False
First Party Claims Conference,20112028,First Party Claims Conference,First Party Claims Conference,52,Round Table Conferences (India),First Party Claims Conference,,FPCC,True,False,False,True,True
First Peoples Worldwide,20112029,First Peoples Worldwide,First Peoples Worldwide,59,Indigenous peoples,First Peoples Worldwide,,,True,False,False,True,False
First Sale Coalition,20112030,First Sale Coalition,First Sale Coalition,41,Saudi Arabianâ€“led intervention in Yemen,First Sale Coalition,,,True,False,False,True,False
Fishing Rights Alliance,20112037,Fishing Rights Alliance,Fishing Rights Alliance,71,High North Alliance,Fishing Rights Alliance,,,True,False,False,True,False
Fix Housing First,20112042,Fix Housing First,Fix Housing First,58,Minnesota Housing Finance Agency,Fix Housing First,,,True,False,False,True,False
Florida Admiralty Trial Lawyers Association,20112052,Florida Admiralty Trial Lawyers Association,Florida Admiralty Trial Lawyers Association,82,Admiralty law,Florida Admiralty Trial Lawyers Association,,,True,False,False,True,False
Florida Consortium of Public Charter Schools,20112053,Florida Consortium of Public Charter Schools,Florida Consortium of Public Charter Schools,48,"Hillsborough County, Florida",Florida Consortium of Public Charter Schools,,FCPCS,True,False,False,True,True
Florida Institute for Human and Machine Cognition,20112057,Florida Institute for Human and Machine Cognition,Florida Institute for Human and Machine Cognition,100,Florida Institute for Human and Machine Cognition,Florida Institute for Human and Machine Cognition,,IHMC,True,True,False,False,True
Florida International Bankers Association,20112058,Florida International Bankers Association,Florida International Bankers Association,55,List of Florida companies,Florida International Bankers Association,,FIBA,True,False,False,True,True
Florida Manufacturing Extension Partnership,20112060,Florida Manufacturing Extension Partnership,Florida Manufacturing Extension Partnership,50,Florida Botanical Gardens,Florida Manufacturing Extension Partnership,,,True,False,False,True,False
Florida Restaurant and Lodging Association,20112062,Florida Restaurant and Lodging Association,Florida Restaurant and Lodging Association,52,2014 Florida gubernatorial election,Florida Restaurant and Lodging Association,,FRLA,True,False,False,True,True
Food & Water Watch Fund,20112069,Food & Water Watch Fund,Food & Water Watch,100,Food & Water Watch,Food and Water Watch,,,True,False,True,True,False
Food Allergy Initiative,20112070,Food Allergy Initiative,Food Allergy Initiative,100,Food Allergy Initiative,Food Allergy Research & Education ,FAI,FARE,True,True,False,True,True
Food Allergy Project,20112071,Food Allergy Project,Food Allergy Project,100,Food allergy,Food Allergy Project,,,True,False,False,True,False
"Food Safety Services Providers, Inc",20112072,"Food Safety Services Providers, Inc",Food Safety Services Providers,55,Global Food Safety Initiative,Global Food Safety Initiative,,,True,False,True,False,False
Football Bowl Association,20112073,Football Bowl Association,Football Bowl Association,62,Bowl game,Football Bowl Association,FBS,,True,False,False,True,True
Forest Land Owners Tax Council,20112077,Forest Land Owners Tax Council,Forest Land Owners Tax Council,73,Land value tax,Forest Land Owners Tax Council,,,True,False,False,True,False
Forever Families,20112080,Forever Families,Forever Families,61,Black Panther: Wakanda Forever,Forever Families,,,True,False,False,True,False
Fort Lewis College Foundation,20112089,Fort Lewis College Foundation,Fort Lewis College Foundation,100,Fort Lewis College,Fort Lewis College Foundation,,,True,False,False,True,False
Foundation for the Great Park,20112101,Foundation for the Great Park,Foundation for the Great Park,77,National Park Foundation,National Park Foundation,,,True,False,False,False,False
Foundation for the Nativity & Miguel Schools,20112102,Foundation for the Nativity & Miguel Schools,Foundation for the Nativity & Miguel Schools,28,Our Lady of PeÃ±afrancia,Nativity and Miguel Schools,,,True,False,False,True,False
Fractured Atlas,20112104,Fractured Atlas,Fractured Atlas,100,Fractured Atlas,Fractured Atlas,ATHENA,,True,True,False,True,True
Franchise Management Advisory Council,20112105,Franchise Management Advisory Council,Franchise Management Advisory Council,27,Gujarat Titans,Franchise Management Advisory Council,,,True,False,False,True,False
Franks Landing Indian Community,20112113,Franks Landing Indian Community,Franks Landing Indian Community,29,Hank Adams,Franks Landing Indian Community,,,True,False,False,True,False
Free Enterprise Fund,20112117,Free Enterprise Fund,Free Enterprise Fund,40,Stephen Moore (writer),Free Enterprise Fund,FEC,,True,False,False,True,True
Free Library of Philadelphia Foundation,20112119,Free Library of Philadelphia Foundation,Free Library of Philadelphia Foundation,100,Free Library of Philadelphia,Free Library of Philadelphia Foundation,LEAP,,True,False,False,True,True
"Free to Grow Program, Mailman School of Public Health, Columbia University",20112120,"Free to Grow Program, Mailman School of Public Health, Columbia University","Free to Grow Program, Mailman School of Public Health, Columbia University",100,Columbia University,Free To Grow,,,True,False,False,True,False
Freedom's Watch,20112123,Freedom's Watch,Freedom's Watch,100,Freedom's Watch,Freedom's Watch,RJC,,True,True,False,False,True
Freelancers Union,20112125,Freelancers Union,Freelancers Union,100,Freelancers Union,Freelancers Union,FIC,,True,True,False,False,True
Freezer Longline Coalition,20112127,Freezer Longline Coalition,Freezer Longline Coalition,41,South African Deep Sea Trawling Industry Association,Freezer Longline Coalition,,,True,False,False,True,False
Frente,20112132,Frente,,100,Frente!,,,,True,True,True,True,False
Friends of Pathways,20112135,Friends of Pathways,Friends of Pathways,64,FRIENDS program,Friends of Pathways,,,True,False,False,True,False
Friends of City Park,20112136,Friends of City Park,Friends of City Park,28,High Line,Friends of City Park,,,True,False,False,True,False
Friends of the Arts,20112138,Friends of the Arts,Friends of the Arts,29,National Museum (Prague),Friends of the Arts,,,True,False,False,True,False
Friends of the Cruiser Olympia,20112139,Friends of the Cruiser Olympia,Friends of the Cruiser Olympia,83,Olympia-class cruiser,Friends of the Cruiser Olympia,,,True,False,False,True,False
"Friends of the Global Fight against AIDS, Tuberculosis and Malaria",20112140,"Friends of the Global Fight against AIDS, Tuberculosis and Malaria","Friends of the Global Fight against AIDS, Tuberculosis and Malaria",35,Jonathan Klein (Getty Images),Friends of The Global Fight,,,True,False,False,True,False
Fundacion Accion Democratica Puertorriquena,20112151,Fundacion Accion Democratica Puertorriquena,Fundacion Accion Democratica Puertorriquena,45,List of newspapers in Puerto Rico,Fundacion Accion Democratica Puertorriquena,,,True,False,False,True,False
Fur Wraps the Hill,20112155,Fur Wraps the Hill,Fur Wraps the Hill,39,Fur Institute of Canada,Fur Wraps the Hill,,,True,False,False,True,False
Generators for Clean Air Coalition,20112222,Generators for Clean Air Coalition,Generators for Clean Air Coalition,52,Clean Air Act (United States),Generators for Clean Air Coalition,,,True,False,False,True,False
Genocide Intervention Network,20112226,Genocide Intervention Network,Genocide Intervention Network,100,Genocide Intervention Network,United to End Genocide,AMIS,UEG,True,True,False,True,True
Georgia Agricultural Commodity Commission for Cotton,20112238,Georgia Agricultural Commodity Commission for Cotton,Georgia Agricultural Commodity Commission for Cotton,74,"Rome, Georgia",Georgia Agricultural Commodity Commission for Cotton,,,True,False,False,True,False
Georgia Pecan Growers Association,20112240,Georgia Pecan Growers Association,Georgia Pecan Growers Association,100,Pecan,Georgia Pecan Growers Association,,,True,False,False,True,False
Georgia Research Alliance,20112241,Georgia Research Alliance,Georgia Research Alliance,100,Georgia Research Alliance,Georgia Research Alliance,GRA,GRA,True,True,False,False,False
Geosynthetic Materials Association,20112243,Geosynthetic Materials Association,Geosynthetic Materials Association,55,Geosynthetics,Geosynthetic Materials Association,VERUS,GMA,True,False,False,True,True
Geothermal Exchange Organization (GEO),20112244,Geothermal Exchange Organization (GEO),Geothermal Exchange Organization,31,Ground source heat pump,Geothermal Exchange Organization,EER,GEO,True,False,True,True,True
Geothermal Heat Pump National and International Initiative,20112245,Geothermal Heat Pump National and International Initiative,Geothermal Heat Pump National and International Initiative,100,Heat pump,Geothermal Heat Pump National and International Initiative,,,True,False,False,True,False
Gift of Hope Organ & Tissue Donor Network,20112256,Gift of Hope Organ & Tissue Donor Network,Gift of Hope Organ & Tissue Donor Network,53,Organ donation,Gift of Hope Organ and Tissue Donor Network,,,True,False,False,True,False
Girl Scouts of Southwestern Michigan,20112261,Girl Scouts of Southwestern Michigan,Girl Scouts of Southwestern Michigan,43,Scouting in Illinois,Girl Scouts of Southwestern Michigan,,,True,False,False,True,False
Give Every Child a Chance,20112262,Give Every Child a Chance,Give Every Child a Chance,52,National Child Abuse Prevention Month,Give Every Child a Chance,,,True,False,False,True,False
Global Action for Children,20112270,Global Action for Children,Global Action for Children,100,Global Action for Children,Global Action for Children,GAC,GAC,True,True,False,False,False
Global Reach,20112278,Global Reach,,100,Global Reach,,,,True,True,True,True,False
Golden Gate Gate National Parks Association,20112292,Golden Gate Gate National Parks Association,Golden Gate Gate National Parks Association,81,Golden Gate Park,Golden Gate National Parks Conservancy,,,True,False,False,True,False
Good Shepherd Services,20112296,Good Shepherd Services,Good Shepherd Services,74,The Good Shepherd (film),Good Shepherd Services,,,True,False,False,True,False
"Goodwill Industries of Greater New York and Northern New Jersey, Inc",20112302,"Goodwill Industries of Greater New York and Northern New Jersey, Inc",Goodwill Industries of Greater New York and Northern New Jersey,76,New York City,Goodwill NY/NJ,,,True,False,True,True,False
Government Withholding Relief Coalition,20112306,Government Withholding Relief Coalition,Government Withholding Relief Coalition,28,Brian Baird,Government Withholding Relief Coalition,,,True,False,False,True,False
Grand Strand Coastal Alliance,20112315,Grand Strand Coastal Alliance,Grand Strand Coastal Alliance,53,Marine coastal ecosystem,Grand Strand Coastal Alliance,,,True,False,False,True,False
Grand Strand Fishing Alliance,20112316,Grand Strand Fishing Alliance,Grand Strand Fishing Alliance,55,"Grand Rapids, Minnesota",Grand Strand Fishing Alliance,,,True,False,False,True,False
Great Alaska Council of Boy Scouts,20112325,Great Alaska Council of Boy Scouts,Great Alaska Council of Boy Scouts,54,Scouting in Alaska,Great Alaska Council of Boy Scouts,,,True,False,False,True,False
Great Lakes Indian Fish and Wildlife Commission,20112331,Great Lakes Indian Fish and Wildlife Commission,Great Lakes Indian Fish and Wildlife Commission,100,Great Lakes Indian Fish & Wildlife Commission,Great Lakes Indian Fish & Wildlife Commission,,GLIFWC,True,False,False,False,True
Great Lakes Trade Corridor,20112332,Great Lakes Trade Corridor,Great Lakes Trade Corridor,100,Great Lakes,Great Lakes Trade Corridor,,,True,False,False,True,False
Greater Cheyenne Chamber of Commerce,20112336,Greater Cheyenne Chamber of Commerce,Greater Cheyenne Chamber of Commerce,37,2018 Wyoming gubernatorial election,Greater Cheyenne Chamber of Commerce,,,True,False,False,True,False
Greater Kansas City Community Foundation,20112339,Greater Kansas City Community Foundation,Greater Kansas City Community Foundation,49,List of wealthiest charitable foundations,Greater Kansas City Community Foundation,,,True,False,False,True,False
Green Tech Action Fund (GTAF),20112349,Green Tech Action Fund (GTAF),Green Tech Action Fund,0,,Green Tech Action Fund,,GTAF,False,False,True,False,True
Green for All,20112350,Green for All,Green for All,100,Green for All,Green for All,UPI,,True,True,False,False,True
Growers Express LLC/ TrueTrac LLC,20112370,Growers Express LLC/ TrueTrac LLC,,0,,,,,False,False,True,False,False
Growth Energy,20112371,Growth Energy,Growth Energy,100,Growth Energy,Growth Energy,CHPA,,True,True,False,False,True
Guidiville Band of Pomo Indians,20112377,Guidiville Band of Pomo Indians,Guidiville Band of Pomo Indians,100,Pomo,Guidiville Band of Pomo Indians,,,True,False,False,True,False
Guidiville Indian Rancheria,20112378,Guidiville Indian Rancheria,,43,List of Indian reservations in the United States,,,,True,False,True,True,False
Gulf Economic Survival Team (GEST),20112381,Gulf Economic Survival Team (GEST),Gulf Economic Survival Team,26,Back to Work Coalition,Gulf Economic Survival Team,LOGA,GEST,True,False,True,True,True
HIT Liability Coalition,20112401,HIT Liability Coalition,HIT Liability Coalition,30,Tomiichi Murayama,HIT Liability Coalition,,,True,False,False,True,False
Hands Off the Internet,20112421,Hands Off the Internet,Hands Off the Internet,33,Net neutrality,Hands Off the Internet,,,True,False,False,True,False
Hands on Science Partnership,20112422,Hands on Science Partnership,Hands on Science Partnership,57,California Science Center,Hands on Science Partnership,,,True,False,False,True,False
Harlem United Community AIDS Center,20112441,Harlem United Community AIDS Center,Harlem United Community AIDS Center,39,Diagnosis of HIV/AIDS,Harlem United,,,True,False,False,True,False
Harlod E. Lemay Museum,20112442,Harlod E. Lemay Museum,,0,,,,,False,False,True,False,False
