interest_group,org_id,original_name,original_name_2,similarity_score,current_name,current_name_2,acronym,acronym_2,active,name_match,helper_1,helper_2,helper_3
"Alliance for Healthcare Competitiveness, LLC",20110266,"Alliance for Healthcare Competitiveness, LLC",Alliance for Healthcare Competitiveness,49,Alliance Defending Freedom,,,,TRUE,FALSE,TRUE,TRUE,FALSE
Alliance for Lifelong Learning,20110267,Alliance for Lifelong Learning,Alliance for Lifelong Learning,36,Oakton College,,ALL,,TRUE,FALSE,FALSE,TRUE,TRUE
Alliance for PE Pipe,20110268,Alliance for PE Pipe,Alliance for PE Pipe,29,Private equity,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Alliance for Regenerative Medicine,20110270,Alliance for Regenerative Medicine,Alliance for Regenerative Medicine,20,Pfizer,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Alliance for Safe Online Pharmacies,20110271,Alliance for Safe Online Pharmacies,Alliance for Safe Online Pharmacies,26,LegitScript,,CBD,,TRUE,FALSE,FALSE,TRUE,TRUE
Alliance for Savings and Investment,20110272,Alliance for Savings and Investment,Alliance for Savings and Investment,24,Vancity,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Alliance for a Safe Alternative Fuels Environment (Allsafe),20110273,Alliance for a Safe Alternative Fuels Environment (Allsafe),Alliance for a Safe Alternative Fuels Environment,0,,Allsafe,,AllSAFE,FALSE,FALSE,TRUE,TRUE,TRUE
Alliance for a Stronger FDA,20110274,Alliance for a Stronger FDA,Alliance for a Stronger FDA,19,Amgen,,CCRM,,TRUE,FALSE,FALSE,TRUE,TRUE
Alliance to Preserve American Exporters,20110275,Alliance to Preserve American Exporters,Alliance to Preserve American Exporters,50,Spanish American wars of independence,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Alternative Community Resource Program,20110290,Alternative Community Resource Program,Alternative Community Resource Program,58,Natural resource management,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Amah Mutsun Band,20110298,Amah Mutsun Band,Amah Mutsun Band,18,Ohlone,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Ambulatory Surgery Center Association,20110301,Ambulatory Surgery Center Association,Ambulatory Surgery Center Association,100,Ambulatory Surgery Center Association,Ambulatory Surgery Center Association,AAASC,,TRUE,TRUE,FALSE,FALSE,TRUE
Amcot,20110302,Amcot,Amcot,43,Amcotts Moor Woman,,A.D,,TRUE,TRUE,FALSE,TRUE,TRUE
America Forward PAC,20110304,America Forward PAC,America Forward PAC,54,Forward Party (United States),,,,TRUE,FALSE,FALSE,TRUE,FALSE
America Works PAC,20110305,America Works PAC,America Works PAC,41,FreedomWorks,,,,TRUE,FALSE,FALSE,TRUE,FALSE
America's Agenda: Health Care for All,20110306,America's Agenda: Health Care for All,America's Agenda: Health Care for All,76,Health care reform,Americas Agenda Health Care For All,,,TRUE,FALSE,FALSE,TRUE,FALSE
America's Foundation,20110307,America's Foundation,America's Foundation,100,Young America's Foundation,,YAF,,TRUE,FALSE,FALSE,TRUE,TRUE
America's Natural Gas Alliance,20110308,America's Natural Gas Alliance,America's Natural Gas Alliance,58,Natural gas in the United States,,,,TRUE,FALSE,FALSE,TRUE,FALSE
America's Promise,20110309,America's Promise,America's Promise,100,America's Promise,America's Promise,,,TRUE,TRUE,FALSE,FALSE,FALSE
America's Specialty Medicine Companies,20110310,America's Specialty Medicine Companies,America's Specialty Medicine Companies,100,Medicine,,,,TRUE,FALSE,FALSE,TRUE,FALSE
America's VetDogs,20110311,America's VetDogs,America's VetDogs,31,Sully (dog),,,,TRUE,FALSE,FALSE,TRUE,FALSE
America's Voice,20110312,America's Voice,America's Voice,100,Real America's Voice,,COVID,,TRUE,FALSE,FALSE,TRUE,TRUE
American Academy of Professional Coders,20110313,American Academy of Professional Coders,American Academy of Professional Coders,30,AAPC (healthcare),,AAPC,AAPC,TRUE,FALSE,FALSE,TRUE,FALSE
American Association of Diabetes Educators,20110317,American Association of Diabetes Educators,American Association of Diabetes Educators,75,Association of Diabetes Care and Education Specialists,Association of Diabetes Care & Education Specialists,AADE,AADE,TRUE,FALSE,FALSE,TRUE,FALSE
American Association of Histology Laboratories,20110318,American Association of Histology Laboratories,American Association of Histology Laboratories,31,Medical laboratory,,,AAHL,TRUE,FALSE,FALSE,TRUE,TRUE
American Association of Intensive English Programs,20110319,American Association of Intensive English Programs,American Association of Intensive English Programs,49,Telluride Association Summer Program,EnglishUSA,,AAIEP,TRUE,FALSE,FALSE,TRUE,TRUE
American Association of International Healthcare Recruitment,20110320,American Association of International Healthcare Recruitment,American Association of International Healthcare Recruitment,85,American Nurses Association,,,AAIHR,TRUE,FALSE,FALSE,TRUE,TRUE
American Association of Medical Dosimetrists,20110321,American Association of Medical Dosimetrists,American Association of Medical Dosimetrists,38,Pennhurst State School and Hospital,,PMPA,AAMD,TRUE,FALSE,FALSE,TRUE,TRUE
American Automotive Policy Council,20110324,American Automotive Policy Council,American Automotive Policy Council,100,American Automotive Policy Council,American Automotive Policy Council,,AAPC,TRUE,TRUE,FALSE,FALSE,TRUE
American Bail Coalition,20110325,American Bail Coalition,American Bail Coalition,47,Bail bondsman,,,,TRUE,FALSE,FALSE,TRUE,FALSE
American Bar Association Section on Legal Education,20110327,American Bar Association Section on Legal Education,American Bar Association Section on Legal Education,100,American Bar Association,Section of Legal Education and Admissions to the Bar,,ABA-SE,TRUE,FALSE,FALSE,TRUE,TRUE
American Biogas Council,20110328,American Biogas Council,American Biogas Council,100,Biogas,,IMUS,,TRUE,FALSE,FALSE,TRUE,TRUE
American Board of Medical Specialties,20110329,American Board of Medical Specialties,American Board of Medical Specialties,100,American Board of Medical Specialties,American Board of Medical Specialties,ABMS,ABMS,TRUE,TRUE,FALSE,FALSE,FALSE
American Bone Coalition,20110330,American Bone Coalition,American Bone Coalition,41,Allie Bones,,,,TRUE,FALSE,FALSE,TRUE,FALSE
American Brachytherapy Society,20110331,American Brachytherapy Society,American Brachytherapy Society,100,Brachytherapy,,ABS,ABS,TRUE,FALSE,FALSE,TRUE,FALSE
American Brain Coalition,20110332,American Brain Coalition,American Brain Coalition,62,Brain trust,,,,TRUE,FALSE,FALSE,TRUE,FALSE
American Civil Liberties Union--Voting Rights Act Coalition,20110341,American Civil Liberties Union--Voting Rights Act Coalition,American Civil Liberties Union--Voting Rights Act Coalition,100,American Civil Liberties Union,,,ACLU-VRAC,TRUE,FALSE,FALSE,TRUE,TRUE
American Clean Energy Resources Trust,20110342,American Clean Energy Resources Trust,American Clean Energy Resources Trust,56,Clean Harbors,,,ACERT,TRUE,FALSE,FALSE,TRUE,TRUE
American Coalition for Clean Coal Electricity,20110345,American Coalition for Clean Coal Electricity,American Coalition for Clean Coal Electricity,100,American Coalition for Clean Coal Electricity,American Coalition for Clean Coal Electricity,CEED,ACCCE,TRUE,TRUE,FALSE,FALSE,TRUE
American Coalition for Taxpayer Rights,20110346,American Coalition for Taxpayer Rights,American Coalition for Taxpayer Rights,61,Americans for Tax Reform,,,ACTR,TRUE,FALSE,FALSE,TRUE,TRUE
American College of Medical Genetics,20110347,American College of Medical Genetics,American College of Medical Genetics,100,American College of Medical Genetics and Genomics,American College of Medical Genetics and Genomics,ACMG,ACMG,TRUE,TRUE,FALSE,FALSE,FALSE
American College of Mohs Surgeons,20110348,American College of Mohs Surgeons,American College of Mohs Surgeons,50,Mohs surgery,,,ACMS,TRUE,FALSE,FALSE,TRUE,TRUE
"American College of Physicians Services, Inc.",20110349,"American College of Physicians Services, Inc.",American College of Physicians Services,71,Royal College of Physicians and Surgeons of Canada,ACP Services,,,TRUE,FALSE,TRUE,TRUE,FALSE
American Council on the Teaching of Foreign Languages,20110352,American Council on the Teaching of Foreign Languages,American Council on the Teaching of Foreign Languages,100,American Council on the Teaching of Foreign Languages,American Council on the Teaching of Foreign Languages,MLA,ACTFL,TRUE,TRUE,FALSE,FALSE,TRUE
American Cultural Resources Association,20110353,American Cultural Resources Association,American Cultural Resources Association,69,Cultural resource management,,,ACRA,TRUE,FALSE,FALSE,TRUE,TRUE
American Defense Council,20110355,American Defense Council,American Defense Council,100,Central American Defense Council,,,ADC,TRUE,FALSE,FALSE,TRUE,TRUE
American Energy Alliance,20110357,American Energy Alliance,American Energy Alliance,53,Institute for Energy Research,,AEA,AEA,TRUE,FALSE,FALSE,TRUE,FALSE
American Factoring Association,20110361,American Factoring Association,American Factoring Association,69,Factoring (finance),,,AFA,TRUE,FALSE,FALSE,TRUE,TRUE
American Falconry Conservancy,20110362,American Falconry Conservancy,American Falconry Conservancy,27,Red-tailed hawk,,,AFC,TRUE,FALSE,FALSE,TRUE,TRUE
American Families United,20110363,American Families United,American Families United,77,List of United States political families,,,AFU,TRUE,FALSE,FALSE,TRUE,TRUE
American Floral Industry Association,20110365,American Floral Industry Association,American Floral Industry Association,100,Floral industry,,,AFIA,TRUE,FALSE,FALSE,TRUE,TRUE
American Fraternal Congress,20110366,American Fraternal Congress,American Fraternal Congress,80,American Fraternal Alliance,American Fraternal Alliance,NFC,AFC,TRUE,FALSE,FALSE,FALSE,TRUE
American Friends of the Hebrew University,20110369,American Friends of the Hebrew University,American Friends of the Hebrew University,80,Hebrew University of Jerusalem,,AFHU,AFHU,TRUE,FALSE,FALSE,TRUE,FALSE
American High Speed Rail Alliance,20110371,American High Speed Rail Alliance,American High Speed Rail Alliance,64,High-speed rail in the United States,,,AHSRA,TRUE,FALSE,FALSE,TRUE,TRUE
American Home Ownership Protection Coalition,20110373,American Home Ownership Protection Coalition,American Home Ownership Protection Coalition,15,Gulf War,,,AHOPC,TRUE,FALSE,FALSE,TRUE,TRUE
American Independent Dairy Alliance,20110376,American Independent Dairy Alliance,American Independent Dairy Alliance,34,Land O'Lakes,,,AIDA,TRUE,FALSE,FALSE,TRUE,TRUE
American Independent Writers,20110377,American Independent Writers,American Independent Writers,100,American Independent Writers,American Independent Writers,AIW,AIW,TRUE,TRUE,FALSE,FALSE,FALSE
"American Indian, Alaskan, & Hawaiian Educational Development Center",20110378,"American Indian, Alaskan, & Hawaiian Educational Development Center","American Indian, Alaskan, & Hawaiian Educational Development Center",42,Native Americans in the United States,,,AIAHEDC,TRUE,FALSE,FALSE,TRUE,TRUE
American Kennel Club Companion Animal Recovery,20110380,American Kennel Club Companion Animal Recovery,American Kennel Club Companion Animal Recovery,100,American Kennel Club,AKC Reunite,,AKC CAR,TRUE,FALSE,FALSE,TRUE,TRUE
American Lands Alliance,20110381,American Lands Alliance,American Lands Alliance,42,Kelly Reichardt,,,ALA,TRUE,FALSE,FALSE,TRUE,TRUE
American Nephrology Nurses Association,20110385,American Nephrology Nurses Association,American Nephrology Nurses Association,100,Nephrology,,,ANNA,TRUE,FALSE,FALSE,TRUE,TRUE
American Partnership for Eosinophilic Disorders,20110387,American Partnership for Eosinophilic Disorders,American Partnership for Eosinophilic Disorders,24,Demi Lovato,,,APFED,TRUE,FALSE,FALSE,TRUE,TRUE
American Pharmacists Association,20110389,American Pharmacists Association,American Pharmacists Association,100,American Pharmacists Association,American Pharmacists Association,,APhA,TRUE,TRUE,FALSE,FALSE,TRUE
American Podiatric Medical Specialties Board,20110390,American Podiatric Medical Specialties Board,American Podiatric Medical Specialties Board,37,Podiatrist,,,ABPOPPM,TRUE,FALSE,FALSE,TRUE,TRUE
American Principles in Action,20110392,American Principles in Action,American Principles in Action,67,Directive Principles,,,APIA,TRUE,FALSE,FALSE,TRUE,TRUE
American Psychological Association Practice Organization,20110394,American Psychological Association Practice Organization,American Psychological Association Practice Organization,100,American Psychological Association,,,APAPO,TRUE,FALSE,FALSE,TRUE,TRUE
"American Red Cross, Cincinnati Chapter",20110396,"American Red Cross, Cincinnati Chapter","American Red Cross, Cincinnati Chapter",100,American Red Cross,Greater Cincinnati Tri State Chapter,,,TRUE,FALSE,FALSE,TRUE,FALSE
American Registry of Radiologic Technologists,20110397,American Registry of Radiologic Technologists,American Registry of Radiologic Technologists,32,Radiographer,,ARRT,ARRT,TRUE,FALSE,FALSE,TRUE,FALSE
American Running Association/American Medical Athletic Association,20110399,American Running Association/American Medical Athletic Association,American Running Association/American Medical Athletic Association,39,Athletics (physical culture),Road Runners Club of America,,ARA,TRUE,FALSE,FALSE,TRUE,TRUE
American Sand Association,20110400,American Sand Association,American Sand Association,24,Sandrail,,,ADA,TRUE,FALSE,FALSE,TRUE,TRUE
American School Bus Council,20110401,American School Bus Council,American School Bus Council,100,School bus,,,ASBC,TRUE,FALSE,FALSE,TRUE,TRUE
American Service Council,20110403,American Service Council,American Service Council,53,Boy Scouts of America,,,ASC,TRUE,FALSE,FALSE,TRUE,TRUE
American Sesame Growers Association,20110404,American Sesame Growers Association,American Sesame Growers Association,100,Sesame,,,,TRUE,FALSE,FALSE,TRUE,FALSE
American Shrimp Processors Association,20110407,American Shrimp Processors Association,American Shrimp Processors Association,100,Shrimp,,,,TRUE,FALSE,FALSE,TRUE,FALSE
American Small Manufacturers' Coalition,20110410,American Small Manufacturers' Coalition,American Small Manufacturers' Coalition,27,Richard Munson,American Small Manufacturers Coalition,,,TRUE,FALSE,FALSE,TRUE,FALSE
American Society for Metabolic and Bariatric Surgery,20110412,American Society for Metabolic and Bariatric Surgery,American Society for Metabolic and Bariatric Surgery,100,Bariatric surgery,,,ASMBS,TRUE,FALSE,FALSE,TRUE,TRUE
American Society of Addiction Medicine,20110413,American Society of Addiction Medicine,American Society of Addiction Medicine,100,American Society of Addiction Medicine,American Society of Addiction Medicine,ASAM,ASAM,TRUE,TRUE,FALSE,FALSE,FALSE
American Society of Agronomy,20110414,American Society of Agronomy,American Society of Agronomy,100,American Society of Agronomy,American Society of Agronomy,ASA,ASA,TRUE,TRUE,FALSE,FALSE,FALSE
American Society of Criminology,20110415,American Society of Criminology,American Society of Criminology,100,American Society of Criminology,American Society of Criminology,ASC,ASC,TRUE,TRUE,FALSE,FALSE,FALSE
American Society of Extra-Corporeal Technology,20110416,American Society of Extra-Corporeal Technology,American Society of Extra-Corporeal Technology,31,Autotransfusionist,American Society of Extracorporeal Technology,,AmSECT,TRUE,FALSE,FALSE,TRUE,TRUE
American Society of Interventional Pain Physicians,20110417,American Society of Interventional Pain Physicians,American Society of Interventional Pain Physicians,100,American Society of Interventional Pain Physicians,American Society of Interventional Pain Physicians,ASIPP,ASIPP,TRUE,TRUE,FALSE,FALSE,FALSE
American Society of Pension Professionals & Actuaries,20110418,American Society of Pension Professionals & Actuaries,American Society of Pension Professionals & Actuaries,100,American Society of Pension Professionals & Actuaries,American Society of Pension Professionals and Actuaries,ASPPA,ASPPA,TRUE,TRUE,FALSE,TRUE,FALSE
American Student Assistance,20110420,American Student Assistance,American Student Assistance,100,American Student Assistance,American Student Assistance,ASA,ASA,TRUE,TRUE,FALSE,FALSE,FALSE
American Television Alliance,20110426,American Television Alliance,American Television Alliance,83,2018 in American television,,,ATVA,TRUE,FALSE,FALSE,TRUE,TRUE
American Textile & Trade Action Coalition,20110427,American Textile & Trade Action Coalition,American Textile & Trade Action Coalition,32,History of slavery,American Textile Trade Action Coalition,,,TRUE,FALSE,FALSE,TRUE,FALSE
American Thyroid Association,20110428,American Thyroid Association,American Thyroid Association,100,American Thyroid Association,American Thyroid Association,ATA,ATA,TRUE,TRUE,FALSE,FALSE,FALSE
American Tinnitus Association,20110429,American Tinnitus Association,American Tinnitus Association,100,American Tinnitus Association,American Tinnitus Association,ATA,ATA,TRUE,TRUE,FALSE,FALSE,FALSE
American Trade Coalition,20110432,American Trade Coalition,American Trade Coalition,77,Coalition of Black Trade Unionists,,,,TRUE,FALSE,FALSE,TRUE,FALSE
American University in Kosovo Foundation,20110435,American University in Kosovo Foundation,American University in Kosovo Foundation,75,RIT Kosovo,,,,TRUE,FALSE,FALSE,TRUE,FALSE
American Veterans for Equal Rights,20110438,American Veterans for Equal Rights,American Veterans for Equal Rights,100,American Veterans for Equal Rights,American Veterans for Equal Rights,AVER,AVER,TRUE,TRUE,FALSE,FALSE,FALSE
American Victims of Terrorism,20110439,American Victims of Terrorism,American Victims of Terrorism,67,Domestic terrorism,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Americans Against Food Taxes,20110441,Americans Against Food Taxes,Americans Against Food Taxes,41,Sugary drink tax,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Americans for Fair Trade,20110443,Americans for Fair Trade,Americans for Fair Trade,100,Fair trade,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Americans for Limited Government,20110444,Americans for Limited Government,Americans for Limited Government,100,Americans for Limited Government,Americans for Limited Government,ALG,ALG,TRUE,TRUE,FALSE,FALSE,FALSE
Americans for Safe Access,20110445,Americans for Safe Access,Americans for Safe Access,100,Americans for Safe Access,Americans for Safe Access,ASA,ASA,TRUE,TRUE,FALSE,FALSE,FALSE
Americans for UNFPA,20110446,Americans for UNFPA,Americans for UNFPA,100,Americans for UNFPA,Friends of UNFPA,UNFPA,UNFPA,TRUE,TRUE,FALSE,TRUE,FALSE
Americans for a Fair Estate Tax,20110447,Americans for a Fair Estate Tax,Americans for a Fair Estate Tax,37,FairTax,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Americans for the Arts Action Fund,20110448,Americans for the Arts Action Fund,Americans for the Arts Action Fund,100,Americans for the Arts,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Amistad America,20110452,Amistad America,Amistad America,82,La Amistad,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Angels for Obesity,20110464,Angels for Obesity,Angels for Obesity,22,Junk food,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Apache Tribe Oklahoma,20110470,Apache Tribe Oklahoma,Apache Tribe Oklahoma,100,Apache,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Aplastic Anemia & MDS International Foundation,20110471,Aplastic Anemia & MDS International Foundation,Aplastic Anemia & MDS International Foundation,41,Myelodysplastic syndrome,Aplastic Anemia and MDS International Foundation,,AAMDSIF,TRUE,FALSE,FALSE,TRUE,TRUE
Appalachian Trail Conservancy,20110475,Appalachian Trail Conservancy,Appalachian Trail Conservancy,100,Appalachian Trail,,ATC,ATC,TRUE,FALSE,FALSE,TRUE,FALSE
Appraiser Coalition,20110482,Appraiser Coalition,Appraiser Coalition,55,Real estate appraisal,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Archery Trade Association,20110494,Archery Trade Association,Archery Trade Association,100,Archery Trade Association,,ATA,ATA,TRUE,TRUE,FALSE,TRUE,FALSE
Arison Family Trust (client of Alcalde & Fay),20110510,Arison Family Trust (client of Alcalde & Fay),Arison Family Trust,23,Vicki Iseman,,,,TRUE,FALSE,TRUE,TRUE,FALSE
Arizona Alzheimer's Research Consortium,20110512,Arizona Alzheimer's Research Consortium,Arizona Alzheimer's Research Consortium,30,The Michael J. Fox Foundation,Arizona Alzheimers Consortium,,,TRUE,FALSE,FALSE,TRUE,FALSE
Arizona Zoological Society,20110513,Arizona Zoological Society,Arizona Zoological Society,38,Phoenix Zoo,,WPA,,TRUE,FALSE,FALSE,TRUE,TRUE
Arlington Chamber of Commerce,20110517,Arlington Chamber of Commerce,Arlington Chamber of Commerce,64,"Arlington, Tennessee",,,,TRUE,FALSE,FALSE,TRUE,FALSE
Armed Forces Foundation,20110521,Armed Forces Foundation,Armed Forces Foundation,100,Armed Forces Foundation,Armed Forces Foundation,IRS,,TRUE,TRUE,FALSE,FALSE,TRUE
Arrow Child and Family Ministries,20110528,Arrow Child and Family Ministries,Arrow Child and Family Ministries,29,Kenneth E. Hagin,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Art of the Olympians Inc.,20110529,Art of the Olympians Inc.,Art of the Olympians,70,Percy Jackson & the Olympians: The Lightning Thief,,,,TRUE,FALSE,TRUE,TRUE,FALSE
Asia Society Texas Center,20110539,Asia Society Texas Center,Asia Society Texas Center,100,Asia Society,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Asian American Justice Center,20110541,Asian American Justice Center,Asian American Justice Center,68,Asian Americans,Asian Americans Advancing Justice,,,TRUE,FALSE,FALSE,TRUE,FALSE
Asphalt Emulsion Manufacturers Association,20110547,Asphalt Emulsion Manufacturers Association,Asphalt Emulsion Manufacturers Association,61,Asphalt concrete,,,AEMA,TRUE,FALSE,FALSE,TRUE,TRUE
Association for Behavioral Health & Wellness,20110548,Association for Behavioral Health & Wellness,Association for Behavioral Health & Wellness,100,Health,Association for Behavioral Health and Wellness,,ABHW,TRUE,FALSE,FALSE,TRUE,TRUE
Association for Clinical Research Training,20110549,Association for Clinical Research Training,Association for Clinical Research Training,77,Clinical research associate,Association of Clinical Research Professionals,,ACRP,TRUE,FALSE,FALSE,TRUE,TRUE
Association for Homeowners Across America,20110550,Association for Homeowners Across America,Association for Homeowners Across America,64,Bank of America,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Association for Information Protection,20110551,Association for Information Protection,Association for Information Protection,73,Personal Information Protection and Electronic Documents Act,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Association for Molecular Pathology,20110552,Association for Molecular Pathology,Association for Molecular Pathology,100,Association for Molecular Pathology,Association for Molecular Pathology,CAP,AMP,TRUE,TRUE,FALSE,FALSE,TRUE
Association for Postal Commerce,20110553,Association for Postal Commerce,Association for Postal Commerce,37,List of U.S. state and territory abbreviations,PostCom,,POSTCOM,TRUE,FALSE,FALSE,TRUE,TRUE
Association for Prevention Teaching and Research (APTR),20110554,Association for Prevention Teaching and Research (APTR),Association for Prevention Teaching and Research,43,American Journal of Preventive Medicine,,,APTR,TRUE,FALSE,TRUE,TRUE,TRUE
Association for Psychological Science,20110555,Association for Psychological Science,Association for Psychological Science,100,Association for Psychological Science,Association for Psychological Science,APS,APS,TRUE,TRUE,FALSE,FALSE,FALSE
Association for Quality Imaging (AQI),20110556,Association for Quality Imaging (AQI),Association for Quality Imaging,35,Air pollution in Delhi,,,AQI,TRUE,FALSE,TRUE,TRUE,TRUE
Association of Assistive Technology ACT Programs,20110557,Association of Assistive Technology ACT Programs,Association of Assistive Technology ACT Programs,100,Assistive technology,Association of Assistive Technology Act Programs,,ATAP,TRUE,FALSE,FALSE,TRUE,TRUE
Association of Battery Recyclers,20110558,Association of Battery Recyclers,Association of Battery Recyclers,58,Battery recycling,,,ABR,TRUE,FALSE,FALSE,TRUE,TRUE
National Association of Catastrophe Adjusters,20110560,National Association of Catastrophe Adjusters,National Association of Catastrophe Adjusters,43,Claims adjuster,,,NACA,TRUE,FALSE,FALSE,TRUE,TRUE
Association of Children's Museums,20110561,Association of Children's Museums,Association of Children's Museums,100,Association of Children's Museums,Association of Children's Museums,ACM,ACM,TRUE,TRUE,FALSE,FALSE,FALSE
"Association of College and University Telecommunications Administrators, Inc.",20110562,"Association of College and University Telecommunications Administrators, Inc.",Association of College and University Telecommunications Administrators,75,"University of Maryland, College Park",Association for College and University Technology Advancement,,ACUTA,TRUE,FALSE,TRUE,TRUE,TRUE
Association of Corporate Credit Unions,20110563,Association of Corporate Credit Unions,Association of Corporate Credit Unions,67,Credit union,,,ACCU,TRUE,FALSE,FALSE,TRUE,TRUE
Association of Corporate Travel Executives (ACTE),20110564,Association of Corporate Travel Executives (ACTE),Association of Corporate Travel Executives,100,ACTE,,,ACTE,TRUE,FALSE,TRUE,TRUE,TRUE
Association of Critical Care Transport,20110565,Association of Critical Care Transport,Association of Critical Care Transport,20,Flight nurse,,,ACCT,TRUE,FALSE,FALSE,TRUE,TRUE
Association of Fish and Wildlife Agencies,20110566,Association of Fish and Wildlife Agencies,Association of Fish and Wildlife Agencies,65,United States Fish and Wildlife Service,,,AFWA,TRUE,FALSE,FALSE,TRUE,TRUE
"Association of Food and Dairy Retailers, Wholesalers and Manufacturers",20110567,"Association of Food and Dairy Retailers, Wholesalers and Manufacturers","Association of Food and Dairy Retailers, Wholesalers and Manufacturers",29,2008 Chinese milk scandal,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Association of Institutional Investors,20110568,Association of Institutional Investors,Association of Institutional Investors,74,Institutional investor,,,AII,TRUE,FALSE,FALSE,TRUE,TRUE
"Association of Kentucky Fried Chicken Franchisees, Inc.",20110569,"Association of Kentucky Fried Chicken Franchisees, Inc.",Association of Kentucky Fried Chicken Franchisees,26,Colonel Sanders,,,AKFCF,TRUE,FALSE,TRUE,TRUE,TRUE
Association of Mortgage Investors,20110570,Association of Mortgage Investors,Association of Mortgage Investors,75,Government National Mortgage Association,,,AMI,TRUE,FALSE,FALSE,TRUE,TRUE
Association of Proprietary Colleges of New York,20110571,Association of Proprietary Colleges of New York,Association of Proprietary Colleges of New York,73,Proprietary college,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Association of Public Land-grant Universities (APLU) (Client of the Livingston,20110572,Association of Public Land-grant Universities (APLU) (Client of the Livingston,Association of Public Land-grant Universities,0,,,,APLU,FALSE,FALSE,TRUE,FALSE,TRUE
Association of Public Television Stations (APTS),20110573,Association of Public Television Stations (APTS),Association of Public Television Stations,81,Alabama Public Television,America's Public Television Stations,,APTS,TRUE,FALSE,TRUE,TRUE,TRUE
Association of Rehabilitation Nurses,20110574,Association of Rehabilitation Nurses,Association of Rehabilitation Nurses,39,Cardiac nursing,,,ARN,TRUE,FALSE,FALSE,TRUE,TRUE
Association of Texas Professional Educators,20110575,Association of Texas Professional Educators,Association of Texas Professional Educators,90,Texas Music Educators Association,,,ATPE,TRUE,FALSE,FALSE,TRUE,TRUE
Association of the United States Army,20110577,Association of the United States Army,Association of the United States Army,100,Association of the United States Army,,AUSA,AUSA,TRUE,TRUE,FALSE,TRUE,FALSE
Assyrian American National Coalition,20110582,Assyrian American National Coalition,Assyrian American National Coalition,59,Neo-Assyrian Empire,,,AANC,TRUE,FALSE,FALSE,TRUE,TRUE
At-Sea Processors Association,20110589,At-Sea Processors Association,At-Sea Processors Association,31,Trident Seafoods,,,APA,TRUE,FALSE,FALSE,TRUE,TRUE
Austin Hill Country Conservancy,20110611,Austin Hill Country Conservancy,Austin Hill Country Conservancy,67,"Austin, Texas",Hill Country Conservancy,,,TRUE,FALSE,FALSE,TRUE,FALSE
Autism Speaks,20110614,Autism Speaks,Autism Speaks,100,Autism Speaks,Autism Speaks,NAAR,,TRUE,TRUE,FALSE,FALSE,TRUE
Azeri Democracy Initiative Foundation,20110638,Azeri Democracy Initiative Foundation,Azeri Democracy Initiative Foundation,30,Azerbaijan,,,,TRUE,FALSE,FALSE,TRUE,FALSE
BOSPAC,20110655,BOSPAC,BOSPAC,0,,BosPAC,,BosPAC,FALSE,FALSE,FALSE,TRUE,TRUE
Baby Carrier Industry Alliance,20110665,Baby Carrier Industry Alliance,Baby Carrier Industry Alliance,30,Power-line communication,,,BCIA,TRUE,FALSE,FALSE,TRUE,TRUE
Battery Electric Vehicle Coalition,20110695,Battery Electric Vehicle Coalition,Battery Electric Vehicle Coalition,100,Electric vehicle,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Battle Creek Unlimited,20110696,Battle Creek Unlimited,Battle Creek Unlimited,73,"Battle Creek, Michigan",,,BCU,TRUE,FALSE,FALSE,TRUE,TRUE
Bayfront Health Foundation,20110704,Bayfront Health Foundation,Bayfront Health Foundation,48,Community Health Systems,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Beech Acres,20110716,Beech Acres,Beech Acres,31,Fagus sylvatica,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Berea Children's Home & Family Services,20110736,Berea Children's Home & Family Services,Berea Children's Home & Family Services,53,"Berea, Kentucky",OhioGuidestone,,,TRUE,FALSE,FALSE,TRUE,FALSE
Berks Women in Crisis,20110739,Berks Women in Crisis,Berks Women in Crisis,19,Haydenfilms,,IRS,,TRUE,FALSE,FALSE,TRUE,TRUE
Bethany Christian Services,20110745,Bethany Christian Services,Bethany Christian Services,85,Bethany Christian Trust,,,,TRUE,FALSE,FALSE,TRUE,FALSE
